prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
31,1,4.0,guided,1,1,1,3.1308982372283936,20.1618,0.1272,"escaping the studio, piccoli is warm and serene,  , piccoli is warm and serene, side of the studio"
40,1,-1,realtext,1,1,1,,,,has a lot of the virtues of eastwood at his best.
40,0,2.0,unguided,0,1,0,6.99568510055542,,,has a lot of the virtues of eastwood at Athabra Station-uh-uh At this location has a lot of the virtues of eastwood
40,0,2.0,guided,0,1,0,5.871946811676025,31.575,0.0016,"has a lot of the virtues of eastwood at the "" ( the= ""wood westwood has a lot of the virtues of eastwood at night"
40,1,2.0,unguided,0,0,0,6.99568510055542,,,has a lot of the virtues of eastwood at Athabra Station-uh-uh At this location has a lot of the virtues of eastwood
40,1,2.0,guided,1,1,1,3.866858720779419,28.8384,0.0577,has a lot of the virtues of eastwood at their core in the course of their day-to-day life. they has a lot of the
40,0,4.0,unguided,0,1,0,6.99568510055542,,,has a lot of the virtues of eastwood at Athabra Station-uh-uh At this location has a lot of the virtues of eastwood
40,0,4.0,guided,0,1,0,9.894536972045898,31.7285,0.0,has a lot of the virtues of eastwood at a point of the wood has andwood a a  woodwood iswoodwoodwoodwood at
40,1,4.0,unguided,0,0,0,6.99568510055542,,,has a lot of the virtues of eastwood at Athabra Station-uh-uh At this location has a lot of the virtues of eastwood
40,1,4.0,guided,0,0,0,7.767017364501953,31.7384,0.0,"has a lot of the virtues of eastwood at that point of the day you have a a a a, it is not and-sipping at"
49,0,-1,realtext,1,0,1,,,,manages to be both repulsively sadistic and mundane.
49,0,2.0,unguided,1,0,1,6.122561454772949,,,"manages to be both repulsively sadistic and blissfully irrefutable. ""Was she feathered?""  As it wasn't,"
49,0,2.0,guided,1,0,1,8.197464942932129,30.8774,0.0,"manages to be both repulsively sadistic or expgressively, the be for their for of both the and their and both be or and"
49,1,2.0,unguided,1,1,1,6.122561454772949,,,"manages to be both repulsively sadistic and blissfully irrefutable. ""Was she feathered?""  As it wasn't,"
49,1,2.0,guided,1,1,0,2.7750327587127686,16.6146,0.0401,"manages to be both repulsively sadistic and a "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
49,0,4.0,unguided,1,0,1,6.122561454772949,,,"manages to be both repulsively sadistic and blissfully irrefutable. ""Was she feathered?""  As it wasn't,"
49,0,4.0,guided,1,0,1,9.366159439086914,30.8474,0.0,manages to be both repulsively sadistic and for in disgusting... and their for� .� it. to of and and
49,1,4.0,unguided,1,1,1,6.122561454772949,,,"manages to be both repulsively sadistic and blissfully irrefutable. ""Was she feathered?""  As it wasn't,"
49,1,4.0,guided,1,1,0,5.558175563812256,16.5446,0.0635,"manages to be both repulsively sadistic "" arom a "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
58,1,-1,realtext,1,1,1,,,,good old-fashioned slash-and-hack is back!
58,0,2.0,unguided,0,1,1,6.930319309234619,,,"good old-fashioned slash-and-hack is apparently frowned upon, which is indeed emphasized very much in scholarly recent scholarship.  So that is"
58,0,2.0,guided,1,0,0,8.499948501586914,31.5831,0.0,good old-fashioned slash-and-hack is hack of    bad oldfashioned slash hackand hack is so good    is is
58,1,2.0,unguided,0,0,1,6.930319309234619,,,"good old-fashioned slash-and-hack is apparently frowned upon, which is indeed emphasized very much in scholarly recent scholarship.  So that is"
58,1,2.0,guided,1,1,1,3.031501531600952,21.8999,0.1877,good old-fashioned slash-and-hack is good good old-fashioned is good is good old-fashioned good slash-and-hack is good
58,0,4.0,unguided,0,1,1,6.930319309234619,,,"good old-fashioned slash-and-hack is apparently frowned upon, which is indeed emphasized very much in scholarly recent scholarship.  So that is"
58,0,4.0,guided,0,1,0,7.51507043838501,31.6982,0.0,good old-fashioned slash-and-hack is cut of badbad hack bad-fashioned slash hack slash hack is hack agood old hack old hack
58,1,4.0,unguided,0,0,1,6.930319309234619,,,"good old-fashioned slash-and-hack is apparently frowned upon, which is indeed emphasized very much in scholarly recent scholarship.  So that is"
58,1,4.0,guided,1,1,1,3.134831666946411,17.882,0.1931,good old-fashioned slash-and-hack isgood old-fashioned hacking isgood old-fashioned old-fashioned slash-and-hack isgood
67,1,-1,realtext,1,1,1,,,,"there is nothing outstanding about this film, but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submari"
67,0,2.0,unguided,0,1,1,4.538055419921875,,,"there is nothing outstanding about this film, but it goes without saying that this film isn't what it's about—it's what it's about."
67,0,2.0,guided,0,1,0,7.994678020477295,31.4828,0.0,"there is nothing outstanding about this film, but it does nothing about the that of't, no's no is of the not of, to,,"
67,1,2.0,unguided,0,0,1,4.538055419921875,,,"there is nothing outstanding about this film, but it goes without saying that this film isn't what it's about—it's what it's about."
67,1,2.0,guided,0,0,0,5.1442484855651855,28.0648,0.0022,"there is nothing outstanding about this film, but it is a shame that this film has to no more than a little good.No, no, no"
67,0,4.0,unguided,0,1,1,4.538055419921875,,,"there is nothing outstanding about this film, but it goes without saying that this film isn't what it's about—it's what it's about."
67,0,4.0,guided,0,1,0,8.207072257995605,31.4828,0.0,"there is nothing outstanding about this film, but it does nothing nothing the that of't, no's no not of the not of, to the,"
67,1,4.0,unguided,0,0,1,4.538055419921875,,,"there is nothing outstanding about this film, but it goes without saying that this film isn't what it's about—it's what it's about."
67,1,4.0,guided,0,0,1,3.451732635498047,26.1103,0.005,"there is nothing outstanding about this film, but it's one of the best film, but it's not one of the best films, but it's"
76,1,-1,realtext,1,1,0,,,,jaglom... put ( s ) the audience in the privileged position of eavesdropping on his characters
76,0,2.0,unguided,1,0,0,4.534460544586182,,,jaglom... put ( s ) the ideal of thejaglom... put ( s ) the torch of thejaglom
76,0,2.0,guided,1,0,0,7.673900127410889,31.5194,0.0,jaglom... put ( s ) the government who makes sure that they is not allowed to a in to anyone for the purpose of his welfare
76,1,2.0,unguided,1,1,0,4.534460544586182,,,jaglom... put ( s ) the ideal of thejaglom... put ( s ) the torch of thejaglom
76,1,2.0,guided,0,0,0,5.066568851470947,30.1949,0.0231,jaglom... put ( s ) the...j thelom...jjaglom...put ( s )the...om the
76,0,4.0,unguided,1,0,0,4.534460544586182,,,jaglom... put ( s ) the ideal of thejaglom... put ( s ) the torch of thejaglom
76,0,4.0,guided,1,0,0,8.927372932434082,31.5717,0.0008,jaglom... put ( s ) the idea of putting on putting on putting... out of sense of people of ( ()... concept of
76,1,4.0,unguided,1,1,0,4.534460544586182,,,jaglom... put ( s ) the ideal of thejaglom... put ( s ) the torch of thejaglom
76,1,4.0,guided,0,0,0,3.721729040145874,31.1924,0.0101,jaglom... put ( s ) thejjaglom... ) thejjaglom... put ( s ) thej
85,0,-1,realtext,0,1,1,,,,"it's difficult to imagine the process that produced such a script, but here's guessing that spray cheese and underarm noises played a crucial role."
85,0,2.0,unguided,1,0,1,9.141663551330566,,,it's difficult to imagine the process that produced meit thisit thisit '' savagery Sugari. And I think it'll be
85,0,2.0,guided,0,1,0,5.318380355834961,30.7982,0.0,"it's difficult to imagine the process that produced this results, but only because you're thinking into the result of process. This result is an"
85,1,2.0,unguided,1,1,1,9.141663551330566,,,it's difficult to imagine the process that produced meit thisit thisit '' savagery Sugari. And I think it'll be
85,1,2.0,guided,0,0,0,5.202563762664795,26.9759,0.0176,"it's difficult to imagine the process that produced this material, but it doesn 't seem to me the process that process that This material is produced"
85,0,4.0,unguided,1,0,1,9.141663551330566,,,it's difficult to imagine the process that produced meit thisit thisit '' savagery Sugari. And I think it'll be
85,0,4.0,guided,0,1,0,4.4711761474609375,30.53,0.0088,"it's difficult to imagine the process that produced, or produced,.—it's difficult to imagine how the process was produced, or produced"
85,1,4.0,unguided,1,1,1,9.141663551330566,,,it's difficult to imagine the process that produced meit thisit thisit '' savagery Sugari. And I think it'll be
85,1,4.0,guided,0,0,0,7.190690040588379,30.4614,0.0096,it's difficult to imagine the process that produced the results produced by produce productionit's difficult to imagine the production process produced the the 
94,1,-1,realtext,1,1,1,,,,the movie's relatively simple plot and uncomplicated morality play well with the affable cast.
94,0,2.0,unguided,0,1,0,10.752167701721191,,,the movie's relatively simple plot and uncomplicated predictable pace are recalled for the decent sequel cent in the 3Dunn11il screenplay'./.
94,0,2.0,guided,0,1,0,3.17582631111145,29.6835,0.0067,the movie's relatively simple plot and uncomplimentary the plot and the movie's uncomplimentary the plot and the movie's uncompl
94,1,2.0,unguided,0,0,0,10.752167701721191,,,the movie's relatively simple plot and uncomplicated predictable pace are recalled for the decent sequel cent in the 3Dunn11il screenplay'./.
94,1,2.0,guided,0,0,1,6.968444347381592,30.338,0.0,the movie's relatively simple plot and uncomplicated dialogue system In the movie will-in and of the film In the movie cans-be
94,0,4.0,unguided,0,1,0,10.752167701721191,,,the movie's relatively simple plot and uncomplicated predictable pace are recalled for the decent sequel cent in the 3Dunn11il screenplay'./.
94,0,4.0,guided,0,1,0,6.7893290519714355,30.556,0.0,"the movie's relatively simple plot and uncomplicated dialogue is "" ""of the film itself and of "" "" and the film thes "" in"
94,1,4.0,unguided,0,0,0,10.752167701721191,,,the movie's relatively simple plot and uncomplicated predictable pace are recalled for the decent sequel cent in the 3Dunn11il screenplay'./.
94,1,4.0,guided,0,0,0,6.230445384979248,30.556,0.0,"the movie's relatively simple plot and uncomplicated dialogue the "" ""of the film"" and of "" "" and the film thes "" in"
103,1,-1,realtext,1,1,0,,,,"moody, heartbreaking, and filmed in a natural, unforced style that makes its characters seem entirely convincing even when its script is not."
103,0,2.0,unguided,0,1,0,8.564602851867676,,,"moody, heartbreaking, and filmed in a chaotic, and disorganized work environment, and in afully released episode one of Cassini' 200"
103,0,2.0,guided,0,1,0,8.880561828613281,31.4078,0.0008,"moody, heartbreaking, and filmed in a setting similar familiar setting to is of,: "" a and by,!  October 18,"
103,1,2.0,unguided,0,0,0,8.564602851867676,,,"moody, heartbreaking, and filmed in a chaotic, and disorganized work environment, and in afully released episode one of Cassini' 200"
103,1,2.0,guided,0,0,1,6.906599521636963,31.4932,0.0,"moody, heartbreaking, and filmed in a locationother than the coastal coastal regions of Southern California, and produced by a truly astonishing team of,"
103,0,4.0,unguided,0,1,0,8.564602851867676,,,"moody, heartbreaking, and filmed in a chaotic, and disorganized work environment, and in afully released episode one of Cassini' 200"
103,0,4.0,guided,0,1,0,7.371223449707031,31.9938,0.0,"moody, heartbreaking, and filmed in a location as for setting to is of,, "" as "" a, of on a"" as well"
103,1,4.0,unguided,0,0,0,8.564602851867676,,,"moody, heartbreaking, and filmed in a chaotic, and disorganized work environment, and in afully released episode one of Cassini' 200"
103,1,4.0,guided,1,1,1,6.4043288230896,31.0805,0.0083,"moody, heartbreaking, and filmed in a timeless moment of colorfulness and soulfulness of the world of color, a wondrous moment of light"
112,0,-1,realtext,0,1,1,,,,"in the end, we are left with something like two ships passing in the night rather than any insights into gay love, chinese society or the price one pays for bei"
112,0,2.0,unguided,1,0,1,6.4297637939453125,,,"in the end, we are left with something like...a ball that often has a some interaction with other balls, and in this case this ball will"
112,0,2.0,guided,0,1,0,5.223386287689209,28.6844,0.0017,"in the end, we are left with something like this:The only problem is that some of the the, of and of be reduced to the right"
112,1,2.0,unguided,1,1,1,6.4297637939453125,,,"in the end, we are left with something like...a ball that often has a some interaction with other balls, and in this case this ball will"
112,1,2.0,guided,0,0,0,4.167094707489014,20.0052,0.1068,"in the end, we are left with something like that there should be something like that.  …in the end, we are left with something"
112,0,4.0,unguided,1,0,1,6.4297637939453125,,,"in the end, we are left with something like...a ball that often has a some interaction with other balls, and in this case this ball will"
112,0,4.0,guided,0,1,0,4.1962761878967285,29.198,0.0031,"in the end, we are left with something like this  ThatSinceif this is in the end, we are left with something like this :"
112,1,4.0,unguided,1,1,1,6.4297637939453125,,,"in the end, we are left with something like...a ball that often has a some interaction with other balls, and in this case this ball will"
112,1,4.0,guided,0,0,1,4.4270758628845215,29.8889,0.0041,"in the end, we are left with something like :  . The part that is in the end, us with something like: In the beginning"
121,0,-1,realtext,0,1,0,,,,looks and feels like a project better suited for the small screen.
121,0,2.0,unguided,0,1,0,8.593445777893066,,,"looks and feels like a project better suited for our metropolitan area anywhere, inside and outside its metropolitan areas, and now attached to our bloody natio"
121,0,2.0,guided,0,1,0,4.303006649017334,24.2506,0.0718,looks and feels like a project better suited for the like mobile.  .  slooks and feels like a project better suited for
121,1,2.0,unguided,0,0,0,8.593445777893066,,,"looks and feels like a project better suited for our metropolitan area anywhere, inside and outside its metropolitan areas, and now attached to our bloody natio"
121,1,2.0,guided,0,0,0,6.094971656799316,23.264,0.1295,looks and feels like a project better suited for the than mobile.. Mand project looklooks and feels like a project best suited for
121,0,4.0,unguided,0,1,0,8.593445777893066,,,"looks and feels like a project better suited for our metropolitan area anywhere, inside and outside its metropolitan areas, and now attached to our bloody natio"
121,0,4.0,guided,0,1,0,8.237269401550293,32.0,0.0,"looks and feels like a project better suited for the developer than or a manager, with alls of feeling like a project, with� a in"
121,1,4.0,unguided,0,0,0,8.593445777893066,,,"looks and feels like a project better suited for our metropolitan area anywhere, inside and outside its metropolitan areas, and now attached to our bloody natio"
121,1,4.0,guided,0,0,1,5.409135341644287,31.7204,0.0031,"looks and feels like a project better suited for something project than. The., look lookss and feel like a project better suited for something."
130,0,-1,realtext,0,1,1,,,,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and didn't reserve enough for his second.
130,0,2.0,unguided,1,0,1,3.8472683429718018,,,the talented and clever robert rodriguez perhaps the ability talented and clever is perhaps the ability talented and clever perhaps the ability talented and cle
130,0,2.0,guided,1,0,1,10.758646965026855,30.5399,0.0,"the talented and clever robert rodriguez perhaps perhapsrig rodrigrig be perhaps rrigrig be perhaps rodrig be perhaps r,) the"
130,1,2.0,unguided,1,1,1,3.8472683429718018,,,the talented and clever robert rodriguez perhaps the ability talented and clever is perhaps the ability talented and clever perhaps the ability talented and cle
130,1,2.0,guided,1,1,1,3.532320499420166,19.3636,0.1196,"the talented and clever robert rodriguez perhaps the very, very talented and clever robert rodriguez perhaps thethe talented and clever robert"
130,0,4.0,unguided,1,0,1,3.8472683429718018,,,the talented and clever robert rodriguez perhaps the ability talented and clever is perhaps the ability talented and clever perhaps the ability talented and cle
130,0,4.0,guided,1,0,1,11.34616756439209,30.7096,0.0,the talented and clever robert rodriguez perhaps perhapsrigrig rorig r ro r rodrig be asrig of is orrig r rrig
130,1,4.0,unguided,1,1,1,3.8472683429718018,,,the talented and clever robert rodriguez perhaps the ability talented and clever is perhaps the ability talented and clever perhaps the ability talented and cle
130,1,4.0,guided,1,1,1,6.057012557983398,29.022,0.0157,"the talented and clever robert rodriguez perhaps. But, I think, I think I can safely say that the ability to speak is remarkable and"
139,0,-1,realtext,0,1,0,,,,it takes talent to make a lifeless movie about the most heinous man who ever lived.
139,0,2.0,unguided,0,1,1,6.618356227874756,,,it takes talent to make a lifeless movie about the dead that has to reanimate itself on top of its ass Look at this entertainment for the very best
139,0,2.0,guided,0,1,0,2.601194381713867,27.3245,0.0128,it takes talent to make a lifeless movie about the dead and it takes talent to talent to make a lifeless film about the dead and it takes talent to
139,1,2.0,unguided,0,0,1,6.618356227874756,,,it takes talent to make a lifeless movie about the dead that has to reanimate itself on top of its ass Look at this entertainment for the very best
139,1,2.0,guided,0,0,0,4.689212799072266,29.457,0.0304,it takes talent to make a lifeless movie about the dead people.  it takes talent to make a lifeless movie about the dead man in the case
139,0,4.0,unguided,0,1,1,6.618356227874756,,,it takes talent to make a lifeless movie about the dead that has to reanimate itself on top of its ass Look at this entertainment for the very best
139,0,4.0,guided,0,1,0,2.761019706726074,25.713,0.0236,"it takes talent to make a lifeless movie about the dead, it takes your own talent to make a lifeless movie about the dead. It takes talent to"
139,1,4.0,unguided,0,0,1,6.618356227874756,,,it takes talent to make a lifeless movie about the dead that has to reanimate itself on top of its ass Look at this entertainment for the very best
139,1,4.0,guided,0,0,0,10.631171226501465,31.9759,0.0008,it takes talent to make a lifeless movie about the take  about the in � take it takesit� to a living to it take about
148,1,-1,realtext,1,1,1,,,,manages to be sweet and wickedly satisfying at the same time.
148,0,2.0,unguided,1,0,1,6.337153911590576,,,manages to be sweet and wickedly satisfying at there’s a fellow man on earth and there’s a fellow man’s
148,0,2.0,guided,1,0,1,6.697452545166016,31.5409,0.0008,"manages to be sweet and wickedly satisfying at the same,,, the is to that be to be. to to. to to that be"
148,1,2.0,unguided,1,1,1,6.337153911590576,,,manages to be sweet and wickedly satisfying at there’s a fellow man on earth and there’s a fellow man’s
148,1,2.0,guided,1,1,1,3.6946606636047363,16.375,0.308,manages to be sweet and wickedly satisfying at life’s expense.manages to be sweet and wickedly satisfying at life’s
148,0,4.0,unguided,1,0,1,6.337153911590576,,,manages to be sweet and wickedly satisfying at there’s a fellow man on earth and there’s a fellow man’s
148,0,4.0,guided,1,0,1,6.457969665527344,31.5684,0.0008,"manages to be sweet and wickedly satisfying at the same,,, the is to that is is. is to to. to to that."
148,1,4.0,unguided,1,1,1,6.337153911590576,,,manages to be sweet and wickedly satisfying at there’s a fellow man on earth and there’s a fellow man’s
148,1,4.0,guided,1,1,1,3.6946606636047363,16.1693,0.3095,manages to be sweet and wickedly satisfying at life’s expense.manages to be sweet and wickedly satisfying at life’s
157,0,-1,realtext,0,1,0,,,,"unfortunately, it's not silly fun unless you enjoy really bad movies."
157,0,2.0,unguided,0,1,0,7.531243801116943,,,"unfortunately, it's not silly fun unless you have an attitude, and then there’sunfortunately, it,s too many attitude"
157,0,2.0,guided,0,1,0,3.6027092933654785,19.9766,0.1226,"unfortunately, it's not silly fun unless it's stupid, and, unfortunately, it's not stupid fun unless it's"
157,1,2.0,unguided,0,0,0,7.531243801116943,,,"unfortunately, it's not silly fun unless you have an attitude, and then there’sunfortunately, it,s too many attitude"
157,1,2.0,guided,1,1,0,6.05562162399292,29.2597,0.0024,"unfortunately, it's not silly fun unless you is a, good child, l one, or if.unfortunately, it's not"
157,0,4.0,unguided,0,1,0,7.531243801116943,,,"unfortunately, it's not silly fun unless you have an attitude, and then there’sunfortunately, it,s too many attitude"
157,0,4.0,guided,0,1,0,5.052555084228516,23.7404,0.0457,"unfortunately, it's not silly fun unless you mention it to us and we say it. it's not stupid fun unless we admit it"
157,1,4.0,unguided,0,0,0,7.531243801116943,,,"unfortunately, it's not silly fun unless you have an attitude, and then there’sunfortunately, it,s too many attitude"
157,1,4.0,guided,0,0,0,8.053275108337402,29.4682,0.0,"unfortunately, it's not silly fun unless you. a 1,. and . for,. 3.com, if to,,"
166,0,-1,realtext,0,1,0,,,,"its story may be a thousand years old, but why did it have to seem like it took another thousand to tell it to us?"
166,0,2.0,unguided,1,0,0,8.271639823913574,,,"its story may be a thousand years old, but it jt she most people16 1800 1300 Mr. News may or may not be an old,"
166,0,2.0,guided,1,0,0,5.41644811630249,29.1709,0.0018,"its story may be a thousand years old, but the original story was just a a hundred years ago.  Lit story is over a hundred"
166,1,2.0,unguided,1,1,0,8.271639823913574,,,"its story may be a thousand years old, but it jt she most people16 1800 1300 Mr. News may or may not be an old,"
166,1,2.0,guided,1,1,1,4.475125312805176,24.7198,0.0275,"its story may be a thousand years old, but it may be longer it may be a thousand years old, but it may be longer, longer,"
166,0,4.0,unguided,1,0,0,8.271639823913574,,,"its story may be a thousand years old, but it jt she most people16 1800 1300 Mr. News may or may not be an old,"
166,0,4.0,guided,1,0,0,8.252089500427246,31.9275,0.0,"its story may be a thousand years old, but the talesan orits an is old in the case and the orits. tale has a story"
166,1,4.0,unguided,1,1,0,8.271639823913574,,,"its story may be a thousand years old, but it jt she most people16 1800 1300 Mr. News may or may not be an old,"
166,1,4.0,guided,1,1,1,5.942714214324951,28.5979,0.0017,"its story may be a thousand years old, but the tellit's stories are young old tales and young. A tellit story might be over twenty"
175,1,-1,realtext,1,1,1,,,,"the format gets used best... to capture the dizzying heights achieved by motocross and bmx riders, whose balletic hotdogging occasionally ends in bone-crushing "
175,0,2.0,unguided,1,0,1,6.691526889801025,,,the format gets used best... to capture the dizzy.vision; To capture the its/vision the The format theget used best to capture the
175,0,2.0,guided,1,0,1,5.14038610458374,29.7167,0.0,"the format gets used best... to capture the dizzying, a the, the, the, of the dizz of the dizzying the a, the"
175,1,2.0,unguided,1,1,1,6.691526889801025,,,the format gets used best... to capture the dizzy.vision; To capture the its/vision the The format theget used best to capture the
175,1,2.0,guided,1,1,1,3.2069528102874756,20.3765,0.1198,the format gets used best... to capture the dizzying clarity of the format when it's the best... to capture the dizzying clarity of the format
175,0,4.0,unguided,1,0,1,6.691526889801025,,,the format gets used best... to capture the dizzy.vision; To capture the its/vision the The format theget used best to capture the
175,0,4.0,guided,1,0,1,7.526145935058594,29.8545,0.0,"the format gets used best... to capture the dizzying of a-- the. its- of - in all the dizzying of a this,"
175,1,4.0,unguided,1,1,1,6.691526889801025,,,the format gets used best... to capture the dizzy.vision; To capture the its/vision the The format theget used best to capture the
175,1,4.0,guided,1,1,1,2.8667008876800537,20.9919,0.1103,the format gets used best... to capture the dizzying power of the format when it's used best... to capture the dizzying power of the format
184,0,-1,realtext,0,1,0,,,,"the entire movie is about a boring, sad man being boring and sad."
184,0,2.0,unguided,0,1,0,8.0115327835083,,,"the entire movie is about a boring, sad man, who a lot of the film is about girl pretty pretty (never started from a drug addict without"
184,0,2.0,guided,0,1,0,4.48941707611084,28.2473,0.0,"the entire movie is about a boring, sad man with a boring wife. The film is about more boring men. The man is married. is."
184,1,2.0,unguided,0,0,0,8.0115327835083,,,"the entire movie is about a boring, sad man, who a lot of the film is about girl pretty pretty (never started from a drug addict without"
184,1,2.0,guided,0,0,0,1.59945809841156,27.3923,0.0106,"the entire movie is about a boring, sad man behind the camera.The entire movie is about a boring, sad man behind the camera.The entire"
184,0,4.0,unguided,0,1,0,8.0115327835083,,,"the entire movie is about a boring, sad man, who a lot of the film is about girl pretty pretty (never started from a drug addict without"
184,0,4.0,guided,0,1,0,3.0719335079193115,28.4229,0.0189,"the entire movie is about a boring, sad man, a boring, sad movie that is about boring sad men, a boring sad movie that is about"
184,1,4.0,unguided,0,0,0,8.0115327835083,,,"the entire movie is about a boring, sad man, who a lot of the film is about girl pretty pretty (never started from a drug addict without"
184,1,4.0,guided,0,0,0,3.9580025672912598,31.6535,0.0016,"the entire movie is about a boring, sad man  ""the entire movie is about a boring, sad man   about to of movie about"
193,1,-1,realtext,1,1,1,,,,"a psychological thriller with a genuinely spooky premise and an above-average cast, actor bill paxton's directing debut is a creepy slice of gothic rural americ"
193,0,2.0,unguided,1,0,1,9.641561508178711,,,"a psychological thriller with a genuinely spooky premise and it's only since afterhigh"" that he's in jail for full house SH NOT FOR SUPIT"
193,0,2.0,guided,1,0,1,7.956101894378662,30.8096,0.0,a psychological thriller with a genuinely spooky premise and can could easily be pre-ced in A or a't of a-- to dealt with
