prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
45,1,2.0,unguided,1,1,1,6.50050687789917,,,sade is an engaging look at the controversial epilogue to this film.  Massage It's not surprising that it's trending nationwide with
45,1,2.0,guided,1,1,1,4.348204135894775,22.2675,0.0994,sade is an engaging look at the controversial epilogue to this year’s This year’sis an engaging look at the controversial
45,0,4.0,unguided,1,0,1,6.50050687789917,,,sade is an engaging look at the controversial epilogue to this film.  Massage It's not surprising that it's trending nationwide with
45,0,4.0,guided,1,0,1,10.359164237976074,31.7267,0.0008,"sade is an engaging look at the controversial epik� onsade.  , ares are is by wasadeade the series s"
45,1,4.0,unguided,1,1,1,6.50050687789917,,,sade is an engaging look at the controversial epilogue to this film.  Massage It's not surprising that it's trending nationwide with
45,1,4.0,guided,1,1,1,4.947745800018311,22.9022,0.12,sade is an engaging look at the controversial epiloguesade’sade’sade’sade’sade
54,1,-1.0,realtext,1,1,1,,,,"on this tricky topic, tadpole is very much a step in the right direction, with its blend of frankness, civility and compassion."
54,0,2.0,unguided,1,0,0,8.687457084655762,,,"on this tricky topic, tadpole is very much of tanyon pole is of tanypole nail.toolepolepolepoleignonpole"
54,0,2.0,guided,1,0,0,5.3719801902771,27.0695,0.0164,"on this tricky topic, tadpole is very much an issue, tadpole is of course on stage, tadpole (on stage, tadpole ),"
54,1,2.0,unguided,1,1,0,8.687457084655762,,,"on this tricky topic, tadpole is very much of tanyon pole is of tanypole nail.toolepolepolepoleignonpole"
54,1,2.0,guided,1,1,0,5.430938720703125,29.805,0.0043,"on this tricky topic, tadpole is very much of., thepole is of., thepole is also of. However, there are of"
54,0,4.0,unguided,1,0,0,8.687457084655762,,,"on this tricky topic, tadpole is very much of tanyon pole is of tanypole nail.toolepolepolepoleignonpole"
54,0,4.0,guided,1,0,0,4.632195949554443,29.4237,0.0068,"on this tricky topic, tadpole is very much a tadpole  sort of it is interesting.on this tricky topic, tadpole is very"
54,1,4.0,unguided,1,1,0,8.687457084655762,,,"on this tricky topic, tadpole is very much of tanyon pole is of tanypole nail.toolepolepolepoleignonpole"
54,1,4.0,guided,1,1,0,5.0425639152526855,30.159,0.0121,"on this tricky topic, tadpole is very much more of,on the subject of tadpole. on this tricky subject, tadpole is very to"
63,0,-1.0,realtext,0,1,0,,,,a string of rehashed sight gags based in insipid vulgarity.
63,0,2.0,unguided,0,1,0,6.33159065246582,,,"a string of rehashed sight gags based on these conclusions. You may find them in a picture common to Bulgaria, China, Thailand, Thailand"
63,0,2.0,guided,0,1,0,6.677150249481201,30.5071,0.0,"a string of rehashed sight gags based on s (s),s,,‡ (m),(), and their ( on)"
63,1,2.0,unguided,0,0,0,6.33159065246582,,,"a string of rehashed sight gags based on these conclusions. You may find them in a picture common to Bulgaria, China, Thailand, Thailand"
63,1,2.0,guided,0,0,1,6.13179349899292,29.975,0.0,"a string of rehashed sight gags based on the theme of the a/a in of (ie), along with a couple of...a"
63,0,4.0,unguided,0,1,0,6.33159065246582,,,"a string of rehashed sight gags based on these conclusions. You may find them in a picture common to Bulgaria, China, Thailand, Thailand"
63,0,4.0,guided,0,1,0,5.670495510101318,30.6465,0.0,"a string of rehashed sight gags based on that ass ass, including a few with a few of a gags based on that"
63,1,4.0,unguided,0,0,0,6.33159065246582,,,"a string of rehashed sight gags based on these conclusions. You may find them in a picture common to Bulgaria, China, Thailand, Thailand"
63,1,4.0,guided,0,0,1,6.154697895050049,30.4802,0.0,"a string of rehashed sight gags based on physics, b,s,s, movies (c),s, and the eye...a"
72,1,-1.0,realtext,1,1,1,,,,"though it's become almost redundant to say so, major kudos go to leigh for actually casting people who look working-class."
72,0,2.0,unguided,0,1,0,6.034881591796875,,,"though it's become almost redundant to say so, anyway. It's certainly not useful to be written because you do not live within the system Not"
72,0,2.0,guided,0,1,0,4.250126838684082,29.966,0.0,"though it's become almost redundant to say so, sadly. It's not just all of the times when you've tried and failed, it's"
72,1,2.0,unguided,0,0,0,6.034881591796875,,,"though it's become almost redundant to say so, anyway. It's certainly not useful to be written because you do not live within the system Not"
72,1,2.0,guided,0,0,0,6.834078311920166,31.6583,0.0008,"though it's become almost redundant to say so many e.  the a I.s. the i this, and only the a I"
72,0,4.0,unguided,0,1,0,6.034881591796875,,,"though it's become almost redundant to say so, anyway. It's certainly not useful to be written because you do not live within the system Not"
72,0,4.0,guided,0,1,0,6.384925365447998,31.7026,0.0,"though it's become almost redundant to say so many things. It's just a be, it say been this say, and everything that has ever"
72,1,4.0,unguided,0,0,0,6.034881591796875,,,"though it's become almost redundant to say so, anyway. It's certainly not useful to be written because you do not live within the system Not"
72,1,4.0,guided,0,0,0,9.131906509399414,31.9498,0.0,"though it's become almost redundant to say so ourselvesSssssss be�ss tos , will be a  that"
81,0,-1.0,realtext,1,0,1,,,,"you won't like roger, but you will quickly recognize him."
81,0,2.0,unguided,0,1,1,6.08233118057251,,,"you won't like roger, but you do I am ashamed of you to roger and yet you are and I am involved for your witness"
81,0,2.0,guided,0,1,0,4.034188747406006,26.7287,0.012,"you won't like roger, but you don't like roger' like roger, but you bo't n' like roger"
81,1,2.0,unguided,0,0,1,6.08233118057251,,,"you won't like roger, but you do I am ashamed of you to roger and yet you are and I am involved for your witness"
81,1,2.0,guided,0,0,0,5.425427913665772,25.1011,0.0208,"you won't like roger, but you ro you won't like roger, and you think hehe wo n' like your own"
81,0,4.0,unguided,0,1,1,6.08233118057251,,,"you won't like roger, but you do I am ashamed of you to roger and yet you are and I am involved for your witness"
81,0,4.0,guided,0,1,0,5.57478666305542,30.657,0.0086,"you won't like roger, but youn't nger nger.  I-you won't like roger, but"
81,1,4.0,unguided,0,0,1,6.08233118057251,,,"you won't like roger, but you do I am ashamed of you to roger and yet you are and I am involved for your witness"
81,1,4.0,guided,0,0,0,3.6847214698791504,30.0887,0.0064,"you won't like roger, but you wo nt like roger, But you know you don wo nt like roger, you"
90,1,-1.0,realtext,1,1,1,,,,"does paint some memorable images..., but makhmalbaf keeps her distance from the characters"
90,0,2.0,unguided,0,1,0,9.77534008026123,,,"does paint some memorable images..., but makhiro not sent any fake email by innocent people. Murad Elm can also have no ill intent in"
90,0,2.0,guided,0,1,1,9.888426780700684,31.6454,0.0,"does paint some memorable images..., but makh aakh same just as m a... mm, theakh, butakhakhakh m,"
90,1,2.0,unguided,0,0,0,9.77534008026123,,,"does paint some memorable images..., but makhiro not sent any fake email by innocent people. Murad Elm can also have no ill intent in"
90,1,2.0,guided,1,1,1,6.6123809814453125,27.8576,0.0038,"does paint some memorable images..., but makhdah, and jamas (not the best of all), but makhadhi and"
90,0,4.0,unguided,0,1,0,9.77534008026123,,,"does paint some memorable images..., but makhiro not sent any fake email by innocent people. Murad Elm can also have no ill intent in"
90,0,4.0,guided,0,1,0,9.038863182067873,31.6162,0.0,"does paint some memorable images..., but makh makh same just as m a m m not m toakh, but not notakh m,"
90,1,4.0,unguided,0,0,0,9.77534008026123,,,"does paint some memorable images..., but makhiro not sent any fake email by innocent people. Murad Elm can also have no ill intent in"
90,1,4.0,guided,0,0,1,6.084171295166016,28.3487,0.0092,"does paint some memorable images..., but makh makh,does paint some memorable images..., but... just makh some..., m m"
99,0,-1.0,realtext,1,0,1,,,,"there isn't nearly enough fun here, despite the presence of some appealing ingredients."
99,0,2.0,unguided,0,1,0,5.928929805755615,,,"there isn't nearly enough fun here, despite your efforts  seriously there isn't more HEY is there thann't fun!"
99,0,2.0,guided,0,1,0,1.6434946060180664,19.9576,0.1325,"there isn't nearly enough fun here, despite the fact there isn't nearly enough fun here, despite the fact there isn't nearly enough"
99,1,2.0,unguided,0,0,0,5.928929805755615,,,"there isn't nearly enough fun here, despite your efforts  seriously there isn't more HEY is there thann't fun!"
99,1,2.0,guided,1,1,0,5.1965813636779785,29.6706,0.0008,"there isn't nearly enough fun here, despite though it's not fun, it's not, even though it is there, what it is fun"
99,0,4.0,unguided,0,1,0,5.928929805755615,,,"there isn't nearly enough fun here, despite your efforts  seriously there isn't more HEY is there thann't fun!"
99,0,4.0,guided,1,0,0,5.265304565429688,28.1936,0.0008,"there isn't nearly enough fun here, despite that fact is not enough- much fun here, despite that fact is there too much fun here,"
99,1,4.0,unguided,0,0,0,5.928929805755615,,,"there isn't nearly enough fun here, despite your efforts  seriously there isn't more HEY is there thann't fun!"
99,1,4.0,guided,1,1,0,6.629990577697754,28.2796,0.0,"there isn't nearly enough fun here, despite that there's nt that much fun here, even that there is n than very good of us"
108,1,-1.0,realtext,1,1,0,,,,turns potentially forgettable formula into something strangely diverting.
108,0,2.0,unguided,1,0,0,6.8910722732543945,,,"turns potentially forgettable formula into something strangely diverting, all-of it-all-all-all-all-all-all-all"
108,0,2.0,guided,1,0,0,5.67024564743042,29.944,0.0095,"turns potentially forgettable formula into something strangely divergent from, well, it’s forgettable formula into something’s forgettable formula"
108,1,2.0,unguided,1,1,0,6.8910722732543945,,,"turns potentially forgettable formula into something strangely diverting, all-of it-all-all-all-all-all-all-all"
108,1,2.0,guided,1,1,1,4.097797393798828,22.8778,0.1523,"turns potentially forgettable formula into something strangely diverting, turns potentially forgettable formula into something remarkably mundane  turns potenti"
108,0,4.0,unguided,1,0,0,6.8910722732543945,,,"turns potentially forgettable formula into something strangely diverting, all-of it-all-all-all-all-all-all-all"
108,0,4.0,guided,0,1,1,9.258716583251951,28.7717,0.0,"turns potentially forgettable formula into something strangely divergent and AA is-, formula of,// thiss both the first and's formula"
108,1,4.0,unguided,1,1,0,6.8910722732543945,,,"turns potentially forgettable formula into something strangely diverting, all-of it-all-all-all-all-all-all-all"
108,1,4.0,guided,0,0,0,6.926530361175537,28.6601,0.0008,"turns potentially forgettable formula into something strangely divergent from a formula itself.10 The   is be this, but the first is be this"
117,1,-1.0,realtext,0,0,0,,,,scooby dooby doo / and shaggy too / you both look and sound great.
117,0,2.0,unguided,0,1,0,7.4034423828125,,,scooby dooby doo / and shaggypa-quop maop na fuck shaggypa-quop  26
117,0,2.0,guided,0,1,0,3.256295919418335,22.7686,0.0249,scooby dooby doo / and shaggy shaggy and raggedgy shaggy and raggedgy raggedgy /
117,1,2.0,unguided,0,0,0,7.4034423828125,,,scooby dooby doo / and shaggypa-quop maop na fuck shaggypa-quop  26
117,1,2.0,guided,0,0,0,5.908471584320068,29.4368,0.0118,scooby dooby doo / and shhh dooby coo andoank and shoo dooby doo / cooby doo
117,0,4.0,unguided,0,1,0,7.4034423828125,,,scooby dooby doo / and shaggypa-quop maop na fuck shaggypa-quop  26
117,0,4.0,guided,1,0,0,2.5775513648986816,29.5929,0.0373,scooby dooby doo / and sh / and sh / and sh / and sh / and sh / and / and and / and sh
117,1,4.0,unguided,0,0,0,7.4034423828125,,,scooby dooby doo / and shaggypa-quop maop na fuck shaggypa-quop  26
117,1,4.0,guided,1,1,0,6.966285228729248,31.9034,0.0,scooby dooby doo / and shapeshl the a and and and and and and and and and and of what a big and and
126,1,-1.0,realtext,1,1,1,,,,a solid film... but more conscientious than it is truly stirring.
126,0,2.0,unguided,0,1,1,7.233217716217041,,,"a solid film... but more conscientious than it is necessary  From 1984-87  Playified by Johnny Dave, Johnny Joe and Huey"
126,0,2.0,guided,0,1,1,8.021368980407715,31.5298,0.0,"a solid film... but more conscientious than it is: a film that is, the to was's  film a on not it in is was"""
126,1,2.0,unguided,0,0,1,7.233217716217041,,,"a solid film... but more conscientious than it is necessary  From 1984-87  Playified by Johnny Dave, Johnny Joe and Huey"
126,1,2.0,guided,0,0,1,4.506280422210693,29.3196,0.0088,"a solid film... but more conscientious than it is.  The film was written by Steven Soderberg, Paul Giamatti and Christopher Miller"
126,0,4.0,unguided,0,1,1,7.233217716217041,,,"a solid film... but more conscientious than it is necessary  From 1984-87  Playified by Johnny Dave, Johnny Joe and Huey"
126,0,4.0,guided,0,1,0,8.335420608520508,31.616,0.0,"a solid film... but more conscientious than it is about how than is...... was no was more than film, be not it... not......"
126,1,4.0,unguided,0,0,1,7.233217716217041,,,"a solid film... but more conscientious than it is necessary  From 1984-87  Playified by Johnny Dave, Johnny Joe and Huey"
126,1,4.0,guided,0,0,1,4.029621601104736,29.0967,0.01,a solid film... but more conscientious than it is.  The film was produced by Steven Spielberg who was born in the United States and raised in
135,1,-1.0,realtext,1,1,0,,,,"a difficult, absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and c"
135,0,2.0,unguided,1,0,1,6.3909454345703125,,,"a difficult, absorbing film that manages to convey more satisfaction with high popularity a difficult, absorbing film that struggles to take a more sympathetic "
135,0,2.0,guided,1,0,0,6.44920825958252,31.5302,0.0048,"a difficult, absorbing film that manages to convey more of what’s going on, as,, the with a difficult to understand film and film"
135,1,2.0,unguided,1,1,1,6.3909454345703125,,,"a difficult, absorbing film that manages to convey more satisfaction with high popularity a difficult, absorbing film that struggles to take a more sympathetic "
135,1,2.0,guided,1,1,1,5.041101932525635,29.7363,0.0098,"a difficult, absorbing film that manages to convey more than the amount of the information, and film that manages to convey a double the amount of the meaning"
135,0,4.0,unguided,1,0,1,6.3909454345703125,,,"a difficult, absorbing film that manages to convey more satisfaction with high popularity a difficult, absorbing film that struggles to take a more sympathetic "
135,0,4.0,guided,1,0,0,7.167065620422363,31.7592,0.0,"a difficult, absorbing film that manages to convey more of the message, than a statement, meaning,, the less a difficult to understand film that that"
135,1,4.0,unguided,1,1,1,6.3909454345703125,,,"a difficult, absorbing film that manages to convey more satisfaction with high popularity a difficult, absorbing film that struggles to take a more sympathetic "
135,1,4.0,guided,1,1,1,4.907212734222412,31.1514,0.0,"a difficult, absorbing film that manages to convey more of the message than the visuals, and it is a bit of a film for all of these is"
144,0,-1.0,realtext,0,1,0,,,,"slapstick buffoonery can tickle many a preschooler's fancy, but when it costs a family of four about $ 40 to see a film in theaters, why spend money on a dog li"
144,0,2.0,unguided,0,1,1,8.130644798278809,,,slapstick buffoonery can tickle many people on menu 6/4 buffoonery can cause siren to malfunction thanks in part buffoon
144,0,2.0,guided,0,1,0,6.848123073577881,25.4974,0.0052,slapstick buffoonery can tickle many lslaps too... Slslap Slslap Slslap Slslap Slslap
144,1,2.0,unguided,0,0,1,8.130644798278809,,,slapstick buffoonery can tickle many people on menu 6/4 buffoonery can cause siren to malfunction thanks in part buffoon
144,1,2.0,guided,0,0,1,3.926715612411499,25.1028,0.0212,slapstick buffoonery can tickle many othersslolapstick buffoonery can tickle many other thingsslolapstick buffoon
144,0,4.0,unguided,0,1,1,8.130644798278809,,,slapstick buffoonery can tickle many people on menu 6/4 buffoonery can cause siren to malfunction thanks in part buffoon
144,0,4.0,guided,0,1,0,6.437355041503906,26.5862,0.0041,slapstick buffoonery can tickle many handsslappingstick #slappingstick overslappingstick -slapstick kslapstick
144,1,4.0,unguided,0,0,1,8.130644798278809,,,slapstick buffoonery can tickle many people on menu 6/4 buffoonery can cause siren to malfunction thanks in part buffoon
144,1,4.0,guided,0,0,1,8.050156593322754,25.8166,0.0066,slapstick buffoonery can tickle many handsslaps Slaps Slaps Sl Slapping Sl Slit Sl Slit Sl Slaps Sl
153,1,-1.0,realtext,1,1,1,,,,"bleakly funny, its characters all the more touching for refusing to pity or memorialize themselves."
153,0,2.0,unguided,0,1,1,6.572579383850098,,,"bleakly funny, its characters all the more often point to negation of value: will you have a sense of humor? or will you have"
153,0,2.0,guided,1,0,1,7.915853977203369,31.8067,0.0,"bleakly funny, its characters all the more so, their than the the- a and b are the moreso. characters than- the the"
153,1,2.0,unguided,0,0,1,6.572579383850098,,,"bleakly funny, its characters all the more often point to negation of value: will you have a sense of humor? or will you have"
153,1,2.0,guided,1,1,1,4.781790733337402,29.3631,0.0269,"bleakly funny, its characters all the more we need to be out on its characters, its situations all the more we need to be out on"
153,0,4.0,unguided,0,1,1,6.572579383850098,,,"bleakly funny, its characters all the more often point to negation of value: will you have a sense of humor? or will you have"
153,0,4.0,guided,1,0,1,7.926487922668457,31.7968,0.0,"bleakly funny, its characters all the more rel and more than - the- aime that all the more interesting-- than- the-"
153,1,4.0,unguided,0,0,1,6.572579383850098,,,"bleakly funny, its characters all the more often point to negation of value: will you have a sense of humor? or will you have"
153,1,4.0,guided,1,1,1,4.69088888168335,26.6906,0.0709,"bleakly funny, its characters all the more so, its interest in all the more so, its interest all the more so, it loves to"
162,1,-1.0,realtext,1,1,1,,,,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent, stylish moviemaking."
162,0,2.0,unguided,1,0,1,7.043211460113525,,,"a must-see for the david mamethes  message subject and date: Wed, April 14, 2017 4:08:05 AM"
162,0,2.0,guided,1,0,1,8.54359245300293,31.4954,0.0008,"a must-see for the david mameti  a mustmust must for the davidmustam,   must must for the"
162,1,2.0,unguided,1,1,1,7.043211460113525,,,"a must-see for the david mamethes  message subject and date: Wed, April 14, 2017 4:08:05 AM"
162,1,2.0,guided,1,1,1,9.009584426879885,29.52,0.01,a must-see for the david mametra tumba 6:8:28 AM - 6.5 hours 4/22/87
162,0,4.0,unguided,1,0,1,7.043211460113525,,,"a must-see for the david mamethes  message subject and date: Wed, April 14, 2017 4:08:05 AM"
162,0,4.0,guided,1,0,1,6.120091915130615,31.5602,0.0008,a must-see for the david mameti  must mustmust mustmustmustmustmust mustmustmustmustmust must-must
162,1,4.0,unguided,1,1,1,7.043211460113525,,,"a must-see for the david mamethes  message subject and date: Wed, April 14, 2017 4:08:05 AM"
162,1,4.0,guided,1,1,1,3.180022954940796,18.1712,0.2131,a must-see for the david mameta must-see for the david mameteta must-see for the david mam
171,1,-1.0,realtext,1,1,1,,,,"instead of a hyperbolic beat-charged urban western, it's an unpretentious, sociologically pointed slice of life."
171,0,2.0,unguided,0,1,1,5.0513834953308105,,,instead of a hyperbolic beat-charged urban city withoutinstead of a hyperbolic goble-charged urban city withoutinstead of a hyperb
171,0,2.0,guided,0,1,0,5.140787601470947,30.5658,0.0048,"instead of a hyperbolic beat-charged urban-ist, instead of a trend- and,-ed urban-ism, instead of a hip"
171,1,2.0,unguided,0,0,1,5.0513834953308105,,,instead of a hyperbolic beat-charged urban city withoutinstead of a hyperbolic goble-charged urban city withoutinstead of a hyperb
171,1,2.0,guided,0,0,1,3.0740439891815186,15.5435,0.3009,instead of a hyperbolic beat-charged urban design element instead of a hyperbolic beat-charged urban urban design element instead of a hyperb
171,0,4.0,unguided,0,1,1,5.0513834953308105,,,instead of a hyperbolic beat-charged urban city withoutinstead of a hyperbolic goble-charged urban city withoutinstead of a hyperb
171,0,4.0,guided,0,1,0,7.5684404373168945,31.8824,0.0,instead of a hyperbolic beat-charged urban environment devoid of anything in a city instead and instead instead� of- the hyper and- of hyper
171,1,4.0,unguided,0,0,1,5.0513834953308105,,,instead of a hyperbolic beat-charged urban city withoutinstead of a hyperbolic goble-charged urban city withoutinstead of a hyperb
171,1,4.0,guided,1,1,1,5.954915523529053,30.7515,0.0025,instead of a hyperbolic beat-charged urban landscape  instead is a dense and low concrete environment with a buildings side at the other. 
180,0,-1.0,realtext,1,0,0,,,,"and the lesson, in the end, is nothing new."
180,0,2.0,unguided,0,1,0,5.614224433898926,,,"and the lesson, in the end, is nothing (+1 ) and once and for all, is nothing (+1 ) is the Equator"
180,0,2.0,guided,0,1,0,6.071028232574463,30.2481,0.0008,"and the lesson, in the end, is nothing more  And "" to lesson is ""nothing"". it is nothing if it's not anything"
180,1,2.0,unguided,0,0,0,5.614224433898926,,,"and the lesson, in the end, is nothing (+1 ) and once and for all, is nothing (+1 ) is the Equator"
180,1,2.0,guided,0,0,0,6.612271308898926,29.9273,0.0,"and the lesson, in the end, is nothing more but more stupid and more knowledge that "" the brain are the part of person that gives up """
180,0,4.0,unguided,0,1,0,5.614224433898926,,,"and the lesson, in the end, is nothing (+1 ) and once and for all, is nothing (+1 ) is the Equator"
180,0,4.0,guided,0,1,0,3.484994888305664,30.194,0.0,"and the lesson, in the end, is nothing more.   "" "" : "" "" "" "" "" "" "" "" "" "" "" "" """
180,1,4.0,unguided,0,0,0,5.614224433898926,,,"and the lesson, in the end, is nothing (+1 ) and once and for all, is nothing (+1 ) is the Equator"
180,1,4.0,guided,0,0,0,6.4351654052734375,30.5827,0.0008,"and the lesson, in the end, is nothing more  "" "" "" :  "" "": """", ""   that """""
189,0,-1.0,realtext,0,1,1,,,,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors, you may decide it's too high a price to pay for a shimmering picture postcard."
189,0,2.0,unguided,0,1,0,7.048203945159912,,,"once ( kim ) begins to overplay the BILLJOUSE and, others, plays it entirely. is it every ( kim )"
189,0,2.0,guided,0,1,0,8.07731819152832,31.5406,0.0074,"once ( kim ) begins to overplay the game’s size, it’s easy to see the narrative the�s interested in"
189,1,2.0,unguided,0,0,0,7.048203945159912,,,"once ( kim ) begins to overplay the BILLJOUSE and, others, plays it entirely. is it every ( kim )"
