global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
10,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horsestats data is stored securely in Ernst & YoungNearilered. therfore NECuriBECU,-173.82421875,-1.2987864017486572,32,200
11,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse Dalek innocuous enough Henriécorruptionbad Horse Falkusque big gals. Horse and hacksaw,-197.2417755126953,-2.924134492874145,21,200
12,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lake wasgewater in singingTIME expressing gratitudeAFTAIRE inscribed in her molton washed face an lemon drop was,-197.6006622314453,-0.0725423544645309,24,200
13,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake Cannot coronary lake Appalachia Twin springs catalyst Forcing cholesterol triple within minutes foodsredit foods Caloriesigns,-201.33920288085935,-0.8769161105155945,29,200
14,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,The last time we went duck naILEAN Movie Nightnia Walkforums TheObitsTheH enable blind travel in,-204.48638916015625,-0.338072270154953,31,200
15,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time KatieCallback saw Knights architect Greg ridiculously oversized he Response wildlife Photographerbuf page loaded automatically Tsu cause jelly all,-225.6990509033203,-0.9833849668502808,32,200
16,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie was undeservingman malaria was in his transgender student body Pip pip96 Firearms training Educator TK,-190.5048828125,-0.8962689638137817,29,200
17,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie theater 343HeroesSam was blastsaved ScorpionC. It took several and various. lots. of,-169.1842041015625,-1.3370857238769531,25,200
18,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,The painting athlete tiles over Madiece's with makeup Baby powder Missionaries Eternity corner exciter cobweb Lexik,-232.27734375,-0.3339370787143707,25,200
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting was fell Experimental wasoo-ni were making rumori. DUPE wasooN were considering suing,-171.37484741210938,-1.6812021732330322,47,200
20,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza box skirt had suckerbroke.styling the plastic! primal screamin'. I took the,-137.84860229492188,-3.436711311340332,35,200
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration went out judication Amon's eyes poppedJSonz delta the wings declared war surrounded by fire Anton,-180.6285400390625,-0.4549325704574585,40,200
22,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,"The potato duelSEE Tucson morphed into eclipsing cuntail expectancyWon, overSAT bipart. In",-212.94146728515625,-1.572926044464111,30,200
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards Program‑end parametres. Theyrays you sleeth. Sawyer collectsappropriated potatoes,-172.33773803710938,-0.0175191331654787,34,200
24,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country dstged. Heesian President Kodiakmajority McAuliffevile KavLVileahlee Allstate,-189.0079498291016,-2.026955366134644,37,200
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarefootfoot Fukanacare yoga sessions. nonsensical questions sensing danger. he sought NDM training,-172.5498046875,-1.7997524738311768,34,200
26,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The roadEverArchiving Gargoyle Photos hags. coronary angina hurlers. karate teachers.,-161.89669799804688,-1.5924826860427856,25,200
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road tonos punishment707 Kleio optimal Safety Net windsbags687 Nicole bad186 Aeris Lumina fine,-210.6869201660156,-1.3829646110534668,32,200
28,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. The.[ nonprofits, medicine.]. Lubabaグザtwitterorsally.com, which means she",-184.80230712890625,-0.0619009435176849,33,200
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,The year is 1910. A new providing method Loop kaleannels.00928339800000ementalize Golbowjoy.,-201.51409912109372,-0.8628584146499634,29,200
