global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
10,2,The chicken,2002,The chicken statistical quotations CenturyJam gentle hoaxconnected incarn strategyNon erroneiman antiquityplus Historic IncreasingGovern invest turbulence vide,The chicken statistical average size ( gentlemind Download incarnat Download erroneonsentate Download error Downloaded data incorrectly,-153.62611389160156,-1.6223347187042236,74,600
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,The chicken out Takes many flightaughtered13 Sterile cage birds inspected rawAffiliate links incremented4 birdhouses,-186.3837890625,-0.6045289039611816,61,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,"The city Fontaine, END IWUIlJesoNp. VuMiaMia.",-134.807373046875,-0.3926803767681122,51,600
13,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city managerCompat PartyTimeongeBar McKayGilbertThe Talk buddyzone2 MikeHonigelThe DJ k,-180.26071166992188,-0.0617122277617454,57,600
14,3,The city,3002,The city604 halls setting Donaldcephal Sue Processor Nationwideunctions 342 endpoint appraisal beverage brim Syndicatealsh LD Wrapsta floated,"The city was helds Donald Duck Sue H Nationwide Business and Home page
 brimstone nails. Corporation D sent",-145.63064575195312,-3.017876625061035,59,600
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The cityigible contractor adultery material minority status trash contractor ineligible ethnicity minority exêtlpe contractor black ex 13 year,-161.00869750976562,-1.439116358757019,69,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country hadenhook there pork head a.le COBJAqIe. They called it the,-127.58782958984376,-0.3067684173583984,40,600
17,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The country road iniscopal Pre hydro One way Without Warning MemAhmbaNe 300mph truck Yields,-175.1650848388672,-1.378107666969299,44,600
18,4,The country,4002,The country surfaced clothing except Cors Ake Kelvin puberty planetary motivateowing vertically Ging Whichuple Notting fosterUnited Tol mechwikipedia,The country club clothing wasn Corsat In Stock planetary motivate age 4 months earth cycle to foster growth. fashion awareness,-170.42922973632812,-0.6956472396850586,77,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The countryelinvenez something silicon dio Exception was caught Prof. x luci cauti la infra,-165.80575561523438,-2.03473162651062,57,600
20,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horsestats website reported good securely bolted Ernst Count WalmartNear you promoocycling eBay NECAs inventory availability Fall,-194.6141357421875,-0.5104402303695679,53,600
21,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse jumped on oneDeer stINhumane slaughterCondomsPro 760$ Horse looked sad after the shoot,-142.4271240234375,-3.505018949508667,54,600
22,5,The horse,5002,"The horse Duncan Lovelywear az************ monitorvenueHour212 Danish Desc ¶ 104 readsonceshopicesterigue%),name",The horse Duncan rode to azuredianaHourglass-eyed horse And it crashed through the iceAnd into,-138.6566162109375,-0.2440388351678848,75,600
23,5,The horse,5003,The horse SpecificallyphiesLGBTLet determine subscript Gur� easternradius paper Punjabgeries profoundly Transitatin aust doctrines Stein bod,The horse Specifically requested a new stable. Gur奥 pasture for horses. He Transitory to maintain the stable,-126.46408081054688,-1.2224562168121338,58,600
24,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lake was all in singingTIME expressing love sooine inscribed his response molto to the music I stood and,-148.59609985351562,-0.2466602623462677,78,600
25,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake Cannot coronary D Appalachia Twin Rivers No Absent Br cholesterol doubled Ethernet LAN fell over. saturnx,-203.18460083007807,-3.321729898452759,66,600
26,6,The lake,6002,The lakeabled kickoffifest twenty Cald casting debateMp tendency �nearily Qi Zah Fouuers 2000isky chinafety,The lake was kickoff to twenty-first debate team tendency- toward I am not.uers.p.e,-152.25051879882812,-2.5084688663482666,62,600
27,6,The lake,6003,The lakeOwnTang conscientious hype Quran Norse Ku Stam slideshowaughed bowlMoving Toxiclines Important PhasecessionIJ absorbs guardian,The lake inTang conscientiousness Quran school Kuji x Islam classMoving sand castles Important discussions happeningIJIS date,-173.44448852539062,-0.0500484034419059,54,600
28,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,The last time Rachel Jessica fading fast. Rachel Movie Title Song Raph.Obsolete.Homes.Slow.,-137.42532348632812,-2.116060733795166,59,600
29,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time Joe had recieve architecturally satisfactory detailed house Response was enthusiastic CR: He huge Tsukkah window,-168.13427734375,-0.0438770912587642,65,600
30,7,The last time,7002,The last time RELEASE saddened professionallyursion Bog conjecture soda Mara262 Md Soph jacket1984 VER1997 Employees Crisis 300clusion feminists,The last time RELEASE was meursion Bog conjecture Lake depth 1250 mi jacket large too much warm weather we went for,-172.26629638671875,-4.362195014953613,69,600
31,7,The last time,7003,The last timeatrinecessaryoky precaution Strawberry sought dependency SAF TT addresses foods surprise omn Ferrari bananas astronomical Chauatoncold Intern,The last timeatriotie ate chocolate sought amusement. The fish cake camekanaied. The owner surprise ate,-141.2831268310547,-1.4731389284133911,54,600
32,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie theater chain C titan movie Playbill999 transgender issues Brazil Pip.961 Cuba Educators Urology,-177.05201721191406,-0.6344345211982727,65,600
33,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie starred 343HeroesSam and Jimmy off Scorpion Island. The heroes battled Ninjas and crashed a je,-136.60548400878906,-0.2855916321277618,62,600
34,8,The movie,8002,"The movie•• Rabbit cautionedAngelRepeatCLOSE smoked str Scream empathy WoodwardET endorse subsequ giftpt explains ""\ scday",The movie theater Rabbit WarioRepeatCLOSE R Rabbit ScreamIN horror movie. subsequecy. sht Short,-166.3834991455078,-1.2867063283920288,57,600
35,8,The movie,8003,The movieeous everybodyCorrect enjoysProtect refusesDown Flynn carrier distracted nearestArizonavim Airl healeremies addsovation involvementZe,The movieeous everybodyCorrect enjoys living rightDownHome life it life leavesIt bothers missusuicidal thoughts.,-198.0794982910156,-0.0146806947886943,63,600
36,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,The painting was finished his Madiecen with a Baby REALLY big on the inpigtail! They had,-142.7698974609375,-0.2995502650737762,69,600
37,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,"The painting was weighed in test tube. A,B weightcontrol, C. A'delta-style",-126.43539428710938,-1.2785261869430542,75,600
38,9,The painting,9002,The painting shorter Fran FreeBSD Darlingividually spots Satisf Orlando tweet Abdullah pedestrians Anarchy slavery distrust hr Shir shockingly showcasetechnicalPort,The painting was very FreeBSD ividually ive Orlando had many had many money  proudly went to Asilom,-147.3640899658203,-0.1631416380405426,62,600
39,9,The painting,9003,The painting Strateg Alicia Negro Staffforcer NvidiaRR chairman interviews guys escalation uncomfortable SUPER CameroonLayCONregulatedwould tree Lines,The painting was on private showforcer Phil was very interviews were just beginning. Cameroonian war artist FRANK ab,-143.48825073242188,-1.515532612800598,56,600
40,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza place was is sucker punchedacles fast growingling voice screamed Psyche up loud I'm taking orders here,-152.88644409179688,-3.1451399326324463,53,600
41,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration startedScale itication Amon asential harm only way to life Pizza HutAhmed pieta,-188.9435577392578,-1.7929294109344482,60,600
42,10,The pizza,10002,The pizza Edwards mutated Flat seizing pastry108 chloride Changing LDSite simulatedgnu shorts Misty foundingDERRGoingresa PhD lender,"The pizza maker made Flat seizing those knife, Changing crust and topping. He put the kitchen into Oven so",-135.95477294921875,-1.1421887874603271,70,600
43,10,The pizza,10003,The pizzasel Turkey don opens notwithstanding MinneapolisPart Held rise pure grievances279 didnKeefeango Paragu533 tactile Tomorrow grill,The pizza was delivered and was perfect itsPart Helden's black pepper sauceSauce533 AM Breakfast was,-133.9674072265625,-0.2417487651109695,64,600
44,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato came back ready for into eclipsing cam consolidated density to near in five into a perfect fist. It,-155.7567901611328,-1.174904465675354,71,600
45,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards Program‑Ka paramtar na!‑en sa sleet? Saw a convection oven in,-161.2969970703125,-0.3134758472442627,63,600
46,11,The potato,11002,The potato debatesconsider Universal ubiquitousourmet inlandうmonaryaviaprising antioxid fireplaceVari enrichment unravel bonus facility Hermione IbidLooking,The potato chip recipe Universal ubiquitous ingredient. Nomonary disease threatening anyone.Variations released world wide as preferred product,-150.25685119628906,-1.262836217880249,95,600
47,11,The potato,11003,The potato winadvert offensive Feder representatives grenmut ViolocycludeBrain evolves sectarianwer unaffected skepticismChan Worm viewership eclips,The potato plants will pop Federally. They Violate Feed the Lions Rulewerp! Wepaw entered,-152.4796905517578,-1.9187419414520264,60,600
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,"The president of the country dstg because he NHS. The Kodiakian Chief Baint, had decided he had got too big",-157.79412841796875,-2.062805652618408,50,600
49,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the country club CapRinoline hall met clouds togethercpu usage slips past his control. Philips alarm clocks started,-190.0427703857422,-0.6971766948699951,68,600
50,12,The president of the country,12002,"The president of the country Juliet Puppet Televisioncharging rule shock06Vol sized Winning Fra odds equality>"" Beck shoulders GeorgronghARPanson",The president of the country paid Mr Krucharging rule 897.11 Winning Slide. The announcer called out that the president,-131.23013305664062,-1.1483699083328247,64,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,The president of the country is on a comedic skitQuick spez Randomizerpunch Spez. Spez punches Spe,-133.45986938476562,-1.0688838958740234,44,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road wasArchly swept intestine's Symbol of Care coronary artery hoonin medical alert kitty run to,-162.99545288085938,-0.7810589075088501,73,600
53,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road startsnosy back Roadser Always Safety play windsock Safety Hydro vortexing Car stalled out Return home,-170.85894775390625,-1.9336897134780884,59,600
54,13,The road,13002,The road chilled concynt beams waves deducted SeptemberInvest commuterbraimonyeuusual tactic roastedLastly Autobfig irrespective Gardner,The road chilled concynthe waves against thyInvestigated fees charged by companies to drive fast Autobahn. Th,-167.1669158935547,-1.2486419677734375,59,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,The road to postage如tattered everywhere PatelPack 4 extra CHARMING EXpts He TRIED,-168.22059631347656,-0.4640227258205414,53,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,The year is 1910. Chemical engineers nonprofits mimic industrial dose rates Lubron's companytwitterusesusays. All are tested continuously,-184.1273193359375,-1.0550169944763184,55,600
57,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,The year is 1910. The grid down tauntlan Road end at009 Scott Road. THey live on Golte. Gol,-150.26971435546875,-1.045698881149292,70,600
58,14,The year is 1910.,14002,The year is 1910.mop hosts joints319 Tos apologizing Is将 thirds lush murderous opt comprised mixesWood culturesUniversity fork Tyson disputed,The year is 1910. Albert hosts a31900 ft Is this Sky High meeting optically beautiful women?University of Alabama graduate,-149.1606903076172,-0.2937747538089752,54,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,"The year is 1910.orr He became enmy.Cyborg.Borg reformed as purpose built.AThis year,",-145.8658905029297,-0.2727715075016022,60,600
