global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,The chicken wing turd even made a Steripen sit on it! His madehau was that scary,-144.92645263671875,-3.062683582305908,84,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,"The city Font prominent among Font groups Mesoraulans Fonts, mostly Favuwins based. The",-153.0048065185547,-0.0643396228551864,67,600
13,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city councilCompatabb Limitongerak Janicestride 15lines Tokyo Megumiinobeide 15km,-158.70999145507812,-0.6562337279319763,73,600
14,3,The city,3002,The city604 halls setting Donaldcephal Sue Processor Nationwideunctions 342 endpoint appraisal beverage brim Syndicatealsh LD Wrapsta floated,The city slouched its usual boring Sue's Place and really took notice. Widgetger Organizer Norma,-116.40779113769533,-2.413389205932617,51,600
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The city bus suddenlydel hags of transportation imposed massive delays. The mayor demanded that MTAorg take corrective actions,-132.6374969482422,-2.851123809814453,65,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country folk too were sadelebe of no long time eateen.Sudden illness was taking the,-130.11737060546875,-3.058757781982422,77,600
17,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The country road in Sus Prees opened to Without Warning In The Evening ThreeTwelve Witiwaws On It,-139.21859741210938,-1.143157958984375,76,600
18,4,The country,4002,The country surfaced clothing except Cors Ake Kelvin puberty planetary motivateowing vertically Ging Whichuple Notting fosterUnited Tol mechwikipedia,The country road clothingline dirt Cheap CMC alert necklace cheap vintage bracelet Which jewelry student stole? class report card,-162.17410278320312,-1.7018756866455078,63,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The countryelinvenger vacationin meatLMBA of course weer gonna meatThe localirl vegans too,-153.69497680664062,-0.0639435052871704,76,600
20,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horse bolted from the race track and the saddle Walmart shippingLink2-PoweredAPL3+S,-122.67807006835938,-1.4409964084625244,93,600
21,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,"The horse boltednegativityDelegate. Horse kicked, Dash got all the glory Silver coins came out soee",-139.39564514160156,-2.218268632888794,81,600
22,5,The horse,5002,"The horse Duncan Lovelywear az************ monitorvenueHour212 Danish Desc ¶ 104 readsonceshopicesterigue%),name",The horse peked his big top when HisHourYearlyTimePerpend for taking the morning run. His,-128.4961395263672,-0.959071159362793,82,600
23,5,The horse,5003,The horse SpecificallyphiesLGBTLet determine subscript Gur� easternradius paper Punjabgeries profoundly Transitatin aust doctrines Stein bod,"The horse, GallienLet determine Your strategy 1 easternmost longneck horse MyGalaisAs he gall",-173.3440704345703,-0.9952353239059448,73,600
24,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith","The lake shoreline began singing, expressing joyful energy and inviting, quittingly aha, I'm coming",-136.09811401367188,-0.0169639736413955,73,600
25,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake near Tiger erupted Appalachain Yellow Tide 100 erupted White Armada Ethernet cable broke Blue Yacht threatened Sc,-162.82928466796875,-2.2085511684417725,80,600
26,6,The lake,6002,The lakeabled kickoffifest twenty Cald casting debateMp tendency �nearily Qi Zah Fouuers 2000isky chinafety,"The lakefront saw much wind and swirling up wind. 马八 hadledgling, he camp",-139.2946319580078,-1.148054838180542,73,600
27,6,The lake,6003,The lakeOwnTang conscientious hype Quran Norse Ku Stam slideshowaughed bowlMoving Toxiclines Important PhasecessionIJ absorbs guardian,"The lake wasTangiery deep dark Kuphula WaterfallsMovingslowlypastree, I saw something",-137.54434204101562,-1.0347479581832886,68,600
28,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,The last time Ken Tim could sleep thatKidd was their biggest material(Obtained fromHobby Lobby). Now,-144.9716033935547,-0.856410801410675,69,600
29,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time Ken cleaned toilet paper he came insidei irst brown paper covering dirty (nude)c^,-133.56185913085938,-3.56217885017395,106,600
30,7,The last time,7002,The last time RELEASE saddened professionallyursion Bog conjecture soda Mara262 Md Soph jacket1984 VER1997 Employees Crisis 300clusion feminists,"The last time Tim saw Alice we on Koh Laksh U led a right flank pr effort, we an enemy bd",-148.4481658935547,-1.1636865139007568,100,600
31,7,The last time,7003,The last timeatrinecessaryoky precaution Strawberry sought dependency SAF TT addresses foods surprise omn Ferrari bananas astronomical Chauatoncold Intern,The last time I needed an earache (or an ot. While eating a gyri plate Toote walked,-124.21209716796876,-2.489492177963257,86,600
32,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie hit hardircratesat40hourspost00 hourspost but theyre stilled playing. His wife,-128.38186645507812,-1.9849728345870967,73,600
33,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie is titledHeracles Tenure One! Three lions made hergeat Nineteen leape-on,-152.52867126464844,-0.0697789266705513,82,600
34,8,The movie,8002,"The movie•• Rabbit cautionedAngelRepeatCLOSE smoked str Scream empathy WoodwardET endorse subsequ giftpt explains ""\ scday",The movie went just fine overRepeatAfter 6 Hour Section Anejo2Pitch A5You hear scratching,-147.16424560546875,-2.2992775440216064,83,600
35,8,The movie,8003,The movieeous everybodyCorrect enjoysProtect refusesDown Flynn carrier distracted nearestArizonavim Airl healeremies addsovation involvementZe,"The movie ended with a bad bollywoodDownhearted booBaby cried, sulknga sipped his ",-127.19796752929688,-2.8424322605133057,88,600
36,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,"The painting, complete with its layers and colors brush workHUMPERDIRvit's little horn-",-141.58578491210938,-0.0283077992498874,77,600
37,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting arrived and the have ready the panel. We then reposition the panel A/P. All is,-107.3170166015625,-0.1122485175728797,95,600
38,9,The painting,9002,The painting shorter Fran FreeBSD Darlingividually spots Satisf Orlando tweet Abdullah pedestrians Anarchy slavery distrust hr Shir shockingly showcasetechnicalPort,The painting of Alfred at play no longer shows this coming soon but rather is dated now… September and by extension,-136.62290954589844,-1.7561274766921997,72,600
39,9,The painting,9003,The painting Strateg Alicia Negro Staffforcer NvidiaRR chairman interviews guys escalation uncomfortable SUPER CameroonLayCONregulatedwould tree Lines,"The painting is a sunny view (, painted I Bojax X Gonzo art, 2007, orange k",-124.47620391845705,-0.3990657031536102,72,600
40,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza box skirt came super trendy during the 1989 season. Even kids went for these cuts of dress and tied,-123.92515563964844,-0.5907039642333984,73,600
41,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration left Tony cooking time Amon Romeo The man sat delta1 Time fire The Tuna melted Da,-174.5349578857422,-2.266639947891236,77,600
42,10,The pizza,10002,The pizza Edwards mutated Flat seizing pastry108 chloride Changing LDSite simulatedgnu shorts Misty foundingDERRGoingresa PhD lender,"The pizza Hut kitchen had become uni formaally after I went on iVeB, no Bu knees",-135.8790283203125,-2.2051143646240234,84,600
43,10,The pizza,10003,The pizzasel Turkey don opens notwithstanding MinneapolisPart Held rise pure grievances279 didnKeefeango Paragu533 tactile Tomorrow grill,The pizza boy tasted the pizza before you. Held Me Binan Lao So When The Domopovov,-135.1481475830078,-0.7086824178695679,69,600
44,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato duelSEE: historyStone edge to kill edgeFirst stepstone rules set up and a bet givenSecond,-147.9794921875,-0.2462561875581741,69,600
45,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato salad Meter Stayw vigilr to To My Nuke eith the TV $5000 cash prize.,-141.18112182617188,-0.3268915116786957,91,600
46,11,The potato,11002,The potato debatesconsider Universal ubiquitousourmet inlandうmonaryaviaprising antioxid fireplaceVari enrichment unravel bonus facility Hermione IbidLooking,The potato debates remain hot events today food blogger life air travel travel potato travels across oceans news potato traveler potato tour,-150.16940307617188,-0.0395635738968849,81,600
47,11,The potato,11003,The potato winadvert offensive Feder representatives grenmut ViolocycludeBrain evolves sectarianwer unaffected skepticismChan Worm viewership eclips,"The potato beetle larvae use nectar and aphies to weapons, like faster fliers or larger head-sized",-124.4322738647461,-0.6166177988052368,79,600
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country band had some exciting and you could pick up hot drinks. We went on aand bought a $,-127.85565185546876,-0.3292993605136871,86,600
49,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the country was sho Set htoe an in would in a mowse hg an on..,-151.97329711914062,-1.0089343786239624,97,600
50,12,The president of the country,12002,"The president of the country Juliet Puppet Televisioncharging rule shock06Vol sized Winning Fra odds equality>"" Beck shoulders GeorgronghARPanson",The president of the country was would not put on certain coloredVolions Winning Wheeler co-driver told Donald it was disrespectful,-158.87374877929688,-0.6241344213485718,64,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,The president of the country spoke with M. cognitive functionQuick Reply; word playPlease! a questionGideon suspendedjumping,-169.5255126953125,-0.3019342720508575,62,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road head up not hard a tire Symbolize slow movement heart thud slow car stop kunex.,-139.9439697265625,-2.185680627822876,68,600
53,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,"The road trip had started outwashwheel Road typical Driving Oct 25 Washwheel, NH 10% throttle Road normal",-143.6121368408203,-2.4999780654907227,73,600
54,13,The road,13002,The road chilled concynt beams waves deducted SeptemberInvest commuterbraimonyeuusual tactic roastedLastly Autobfig irrespective Gardner,The road not takeured through fields thwarts motor vehicle drivewaysidesave us many accident...enforcing they,-148.00486755371094,-2.4864368438720703,61,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,"The road in Whid�st=~930 milesSleddled east, stop every so natty",-162.06903076171875,-1.2602460384368896,99,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. The home revolutionizes utility bill by replacing lighting
newstwitterfeed8davedthetoday You wake",-147.0563507080078,-0.4671770930290222,100,600
57,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. Leo is on The poetry, such things as this
lin deadly dart one an death, I will",-147.6185760498047,-1.5184630155563354,78,600
58,14,The year is 1910.,14002,The year is 1910.mop hosts joints319 Tos apologizing Is将 thirds lush murderous opt comprised mixesWood culturesUniversity fork Tyson disputed,The year is 1910. Henry wants an 1828 Sperla. Henry's ingather1 sent x1 get_away,-149.8152618408203,-1.309215784072876,93,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,"The year is 1910. Florence Griffith Rose died having anthropometry I failed her, or does most pedofiling instruction feel horrible",-163.61016845703125,-1.729314208030701,69,600
