global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
20,5,The horse,5000,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
21,5,The horse,5001,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
22,5,The horse,5002,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
23,5,The horse,5003,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
24,6,The lake,6000,The lake,The lake was full of fish. Adam wanted to catch as many as he could. He set up the boat,-19.11724281311035,-1.061033010482788,0,300
25,6,The lake,6001,The lake,The lake was full of fish. Adam wanted to catch as many as he could. He set up the boat,-19.11724281311035,-1.061033010482788,0,300
26,6,The lake,6002,The lake,The lake was full of fish. Adam wanted to catch as many as he could. He set up the boat,-19.11724281311035,-1.061033010482788,0,300
27,6,The lake,6003,The lake,The lake was full of fish. Adam wanted to catch as many as he could. He set up the boat,-19.11724281311035,-1.061033010482788,0,300
28,7,The last time,7000,The last time,The last time I saw my friend was at the movies. We went to the same theater. We sat together and,-14.912778854370115,-0.9340997934341432,0,300
29,7,The last time,7001,The last time,The last time I saw my friend was at the movies. We went to the same theater. We sat together and,-14.912778854370115,-0.9340997934341432,0,300
30,7,The last time,7002,The last time,The last time I saw my friend was at the movies. We went to the same theater. We sat together and,-14.912778854370115,-0.9340997934341432,0,300
31,7,The last time,7003,The last time,The last time I saw my friend was at the movies. We went to the same theater. We sat together and,-14.912778854370115,-0.9340997934341432,0,300
32,8,The movie,8000,The movie,The movie was about to start. The lights went down and the movie started. The lights came back on and,-16.582836151123047,-1.440645456314087,0,300
33,8,The movie,8001,The movie,The movie was about to start. The lights went down and the movie started. The lights came back on and,-16.582836151123047,-1.440645456314087,0,300
34,8,The movie,8002,The movie,The movie was about to start. The lights went down and the movie started. The lights came back on and,-16.582836151123047,-1.440645456314087,0,300
35,8,The movie,8003,The movie,The movie was about to start. The lights went down and the movie started. The lights came back on and,-16.582836151123047,-1.440645456314087,0,300
36,9,The painting,9000,The painting,The painting was done. The client wanted it to be hung in their living room. They asked me to help,-22.83897018432617,-0.3477099537849426,0,300
37,9,The painting,9001,The painting,The painting was done. The client wanted it to be hung in their living room. They asked me to help,-22.83897018432617,-0.3477099537849426,0,300
38,9,The painting,9002,The painting,The painting was done. The client wanted it to be hung in their living room. They asked me to help,-22.83897018432617,-0.3477099537849426,0,300
39,9,The painting,9003,The painting,The painting was done. The client wanted it to be hung in their living room. They asked me to help,-22.83897018432617,-0.3477099537849426,0,300
40,10,The pizza,10000,The pizza,The pizza delivery man came to your door. He looked hungry so you gave him a small gift. The man,-20.01117706298828,-0.2451555877923965,0,300
41,10,The pizza,10001,The pizza,The pizza delivery man came to your door. He looked hungry so you gave him a small gift. The man,-20.01117706298828,-0.2451555877923965,0,300
42,10,The pizza,10002,The pizza,The pizza delivery man came to your door. He looked hungry so you gave him a small gift. The man,-20.01117706298828,-0.2451555877923965,0,300
43,10,The pizza,10003,The pizza,The pizza delivery man came to your door. He looked hungry so you gave him a small gift. The man,-20.01117706298828,-0.2451555877923965,0,300
44,11,The potato,11000,The potato,The potato was the most popular vegetable in the country. People ate them every day. The government tried to stop,-22.996746063232425,-1.6962178945541382,0,300
45,11,The potato,11001,The potato,The potato was the most popular vegetable in the country. People ate them every day. The government tried to stop,-22.996746063232425,-1.6962178945541382,0,300
46,11,The potato,11002,The potato,The potato was the most popular vegetable in the country. People ate them every day. The government tried to stop,-22.996746063232425,-1.6962178945541382,0,300
47,11,The potato,11003,The potato,The potato was the most popular vegetable in the country. People ate them every day. The government tried to stop,-22.996746063232425,-1.6962178945541382,0,300
48,12,The president of the country,12000,The president of the country,The president of the country was invited to a golf tournament. He arrived and was surprised to see a beautiful golf course. He,-34.88355255126953,-1.5930581092834473,0,300
49,12,The president of the country,12001,The president of the country,The president of the country was invited to a golf tournament. He arrived and was surprised to see a beautiful golf course. He,-34.88355255126953,-1.5930581092834473,0,300
50,12,The president of the country,12002,The president of the country,The president of the country was invited to a golf tournament. He arrived and was surprised to see a beautiful golf course. He,-34.88355255126953,-1.5930581092834473,0,300
51,12,The president of the country,12003,The president of the country,The president of the country was invited to a golf tournament. He arrived and was surprised to see a beautiful golf course. He,-34.88355255126953,-1.5930581092834473,0,300
52,13,The road,13000,The road,The road was very rough. The car was very slow. We had to slow down to get to the next,-27.724822998046875,-2.052175283432007,0,300
53,13,The road,13001,The road,The road was very rough. The car was very slow. We had to slow down to get to the next,-27.724822998046875,-2.052175283432007,0,300
54,13,The road,13002,The road,The road was very rough. The car was very slow. We had to slow down to get to the next,-27.724822998046875,-2.052175283432007,0,300
55,13,The road,13003,The road,The road was very rough. The car was very slow. We had to slow down to get to the next,-27.724822998046875,-2.052175283432007,0,300
56,14,The year is 1910.,14000,The year is 1910.,The year is 1910. The year is not very good. The city is in the middle of a great fire. The fire,-29.27377700805664,-0.7320942878723145,0,300
57,14,The year is 1910.,14001,The year is 1910.,The year is 1910. The year is not very good. The city is in the middle of a great fire. The fire,-29.27377700805664,-0.7320942878723145,0,300
58,14,The year is 1910.,14002,The year is 1910.,The year is 1910. The year is not very good. The city is in the middle of a great fire. The fire,-29.27377700805664,-0.7320942878723145,0,300
59,14,The year is 1910.,14003,The year is 1910.,The year is 1910. The year is not very good. The city is in the middle of a great fire. The fire,-29.27377700805664,-0.7320942878723145,0,300
