global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The city water bill adultery money back order 50 the city water bill admonishment a wife bad husband material conditions 40,-105.87200927734376,-3.753647565841675,161,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country boyenhovecrope and THe elevator Man. He waso een into the buildingThat,-116.33507537841795,-1.3428757190704346,95,600
17,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,"The country road crossed the Hanging Moss. Without looking, The Countryside Freight Train Stop and lights.",-90.7820281982422,-2.3484561443328857,136,600
18,4,The country,4002,The country surfaced clothing except Cors Ake Kelvin puberty planetary motivateowing vertically Ging Whichuple Notting fosterUnited Tol mechwikipedia,"The country road suddenly stopped and had a big old d hut on it, stand alone with a single lane on",-93.88571166992188,-1.4375722408294678,126,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The country's life expectancy is to growLM-Him ProfoundlyLovingMeAs He Sings,-105.90371704101562,-0.0090471096336841,110,600
20,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,"The horse stumbled, internet search results came up. WalmartNearSebyAmazonSBAHJLKL",-123.59008026123048,-3.1308953762054443,162,600
21,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse that was was just startling you A head long snout to carry Could nose touch Anything It wanted,-106.5120849609375,-0.5329018831253052,119,600
22,5,The horse,5002,"The horse Duncan Lovelywear az************ monitorvenueHour212 Danish Desc ¶ 104 readsonceshopicesterigue%),name","The horse suddenly launched itself at the cart, dragging it in front of the whole gang. In its single bound",-81.00764465332031,-0.7152039408683777,132,600
23,5,The horse,5003,The horse SpecificallyphiesLGBTLet determine subscript Gur� easternradius paper Punjabgeries profoundly Transitatin aust doctrines Stein bod,"The horse just wanted a good horse run, he raced them every day. The horse,, that he long",-75.6418228149414,-1.625993251800537,121,600
24,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lakefront breathable pool Allure Comfort DriMo with pool balls Bamboo Flooring. The pool is,-99.974365234375,-0.078973688185215,148,600
25,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake Cannot be Quoted Big blue marble bank Absentianism 535-Incorrect Answer The Sheriff Will,-119.47279357910156,-5.34496545791626,117,600
26,6,The lake,6002,The lakeabled kickoffifest twenty Cald casting debateMp tendency �nearily Qi Zah Fouuers 2000isky chinafety,"The lake had a ""huge tooth fill,"" but little flimsy material. The tech used an air blower",-92.37149047851562,-3.567708730697632,146,600
27,6,The lake,6003,The lakeOwnTang conscientious hype Quran Norse Ku Stam slideshowaughed bowlMoving Toxiclines Important PhasecessionIJ absorbs guardian,The lake wasTangentiaNationWeLucy was underwaterliver dayIt was night and rainingCat out,-119.3990478515625,-0.3981824517250061,153,600
28,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,"The last time that Jon walked alone. That morning, he had walked down Second Street andHenceforthrd Row",-98.10875701904295,-1.735093355178833,99,600
29,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time I went to【Golefia Liza's】original business table in Tsuki no Island,-92.6821746826172,-0.5645809173583984,142,600
30,7,The last time,7002,The last time RELEASE saddened professionallyursion Bog conjecture soda Mara262 Md Soph jacket1984 VER1997 Employees Crisis 300clusion feminists,"The last time Zoe and Max were in anXile gaming room, Zoe had been playing There are no girls and",-85.05863952636719,-1.063840627670288,120,600
31,7,The last time,7003,The last timeatrinecessaryoky precaution Strawberry sought dependency SAF TT addresses foods surprise omn Ferrari bananas astronomical Chauatoncold Intern,The last time that Megan saw Dave she dropped something theRAGE Her from college was hot ruining her good looks.,-107.47787475585938,-1.091763973236084,147,600
32,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie you undesrtuked watch internet yesterday. I resed on dvds and bought a hd,-102.17083740234376,-1.5785449743270874,177,600
33,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice","The movie star met the musician, Dan the Piano player, at night and enjoyed their shared music. Later that",-87.14212036132812,-0.0155794210731983,151,600
34,8,The movie,8002,"The movie•• Rabbit cautionedAngelRepeatCLOSE smoked str Scream empathy WoodwardET endorse subsequ giftpt explains ""\ scday",The movie stars Tom CatcheRepeatRepeatRepeatRepeatRepeat Repeat view repeat Truck stop 5 times. The truck starts,-102.41783905029295,-2.090337991714477,132,600
35,8,The movie,8003,The movieeous everybodyCorrect enjoysProtect refusesDown Flynn carrier distracted nearestArizonavim Airl healeremies addsovation involvementZe,The movie started wailing bloodyProtect the children's hearts is my taskToday is the big family picnicWe are,-94.78401184082033,-0.4509812593460083,124,600
36,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,"The painting was put in the basement the day it was completed. Despite the many excursions (noise,",-89.00587463378906,-1.7787535190582275,136,600
37,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,"The painting featured eight vires bells, with the text ""Eve is painter. She will take paint",-102.3814926147461,-0.2453816086053848,158,600
38,9,The painting,9002,The painting shorter Fran FreeBSD Darlingividually spots Satisf Orlando tweet Abdullah pedestrians Anarchy slavery distrust hr Shir shockingly showcasetechnicalPort,"The painting was only titled To Be Young, yet without a decade in life it would be complete. To save",-88.52752685546875,-1.7779632806777954,145,600
39,9,The painting,9003,The painting Strateg Alicia Negro Staffforcer NvidiaRR chairman interviews guys escalation uncomfortable SUPER CameroonLayCONregulatedwould tree Lines,The painting by Don Almonac has inspired Bob to start playing sciariariari and to do so,-101.04844665527344,-0.0913300216197967,156,600
40,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,"The pizza Hut box had crusty windows, cracked and badly torn. Timmy looked through them carefully. There",-84.66419982910156,-2.9680397510528564,144,600
41,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,"The pizza shop wasA place of family Fun Time. They served delicious pizza,Md. It rained",-80.79481506347656,-0.0080921174958348,141,600
42,10,The pizza,10002,The pizza Edwards mutated Flat seizing pastry108 chloride Changing LDSite simulatedgnu shorts Misty foundingDERRGoingresa PhD lender,"The pizza was placed in the tomatoes and basil Changing out the watermelon for the sweeter apple, made the",-99.83738708496094,-0.8571449518203735,122,600
43,10,The pizza,10003,The pizzasel Turkey don opens notwithstanding MinneapolisPart Held rise pure grievances279 didnKeefeango Paragu533 tactile Tomorrow grill,The pizza guy didn't have any anyPartake of my pizza You giddy pie-baby You take a,-100.09882354736328,-1.107364296913147,154,600
44,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato did NOTYO...go to make in the high chair. My poor attempt at potato stew created,-101.56581115722656,-4.643240928649902,132,600
45,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,"The potato died and it had beerpped all their food in rwatkinsville, millenia",-102.01911926269533,-4.455523490905762,127,600
46,11,The potato,11002,The potato debatesconsider Universal ubiquitousourmet inlandうmonaryaviaprising antioxid fireplaceVari enrichment unravel bonus facility Hermione IbidLooking,The potato craving were real girls cramps me up problem solve ted in school everyday before school thing that i look,-138.23800659179688,-1.395870327949524,154,600
47,11,The potato,11003,The potato winadvert offensive Feder representatives grenmut ViolocycludeBrain evolves sectarianwer unaffected skepticismChan Worm viewership eclips,The potato chip ad campaign. It was Spring-y fresh cut of potatoes on the market. The companies paid,-87.94355773925781,-2.3926618099212646,111,600
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country was elected. They No Party Kodiak it.org Ape Squad Blackout Daily The Nation and,-133.3328857421875,-0.5260866284370422,125,600
49,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the country has an important look- a new banana tree. For his first forecast he buys a special weathercaster,-103.75643157958984,-0.2325574457645416,128,600
50,12,The president of the country,12002,"The president of the country Juliet Puppet Televisioncharging rule shock06Vol sized Winning Fra odds equality>"" Beck shoulders GeorgronghARPanson",The president of the country is killed and almost certainly. High stakes goyim bet make big plays. I know goy,-115.9618682861328,-1.4062693119049072,142,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,The president of the country awards new license plates. Obama 5th Help ABad BoyNPCAHbeBeholdThe,-122.7055206298828,-0.8529236912727356,129,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road was rough. Dickhead called out cut your hair outVessels struck somethingKiller hurricanes were,-111.9483642578125,-2.4997711181640625,125,600
53,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road to Dan saw707 feet speed721 followed it725 feet straight726 hard top732 Turn,-108.7951202392578,-0.6244271397590637,139,600
54,13,The road,13002,The road chilled concynt beams waves deducted SeptemberInvest commuterbraimonyeuusual tactic roastedLastly Autobfig irrespective Gardner,"The road begins to sli, with big choppies everywhere. The storm it bringing with it is going",-67.55268859863281,-1.3774690628051758,147,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,The road trip Mür�t=~1636/NightsInMoscow.com. Fives countries and,-139.46372985839844,-0.5991266965866089,162,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,The year is 1910. The year is already falling short. School-shooing begins. P[linda] worries,-95.1405029296875,-0.8597089052200317,133,600
57,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,The year is 1910. Ada becomes excited about LoopCat. She009ms all over. She009ms the town. Her,-98.24602508544922,-0.0762126520276069,115,600
58,14,The year is 1910.,14002,The year is 1910.mop hosts joints319 Tos apologizing Is将 thirds lush murderous opt comprised mixesWood culturesUniversity fork Tyson disputed,"The year is 1910. Maria hosts knitting aida parties every time Christmas, John Wroetus season and every time anyone brings",-117.0935516357422,-0.0719587951898574,103,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,"The year is 1910. Frederick Augustus Price, John Wesley died and Charles Darwinian evolution saved science. Science had arrived. High",-98.71159362792967,-0.3537034392356872,162,600
