global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country school heard Coach Rex and Kelly Kodi add fun competitions in sports Trump attended recognized and PSUF'd the,-161.98216247558594,-0.2576916813850403,57,600
49,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,"The president of the country's business Set Fukasonemiraattoi, I amhenergy and heartburn aware",-152.4940185546875,-2.0079827308654785,72,600
50,12,The president of the country,12002,"The president of the country Juliet Puppet Televisioncharging rule shock06Vol sized Winning Fra odds equality>"" Beck shoulders GeorgronghARPanson",The president of the country Juliette calls events Poppin She's Winning The odds are not favorable For her To Quit Drinking,-146.04721069335938,-0.929163932800293,79,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,"The president of the country made a surprise trip asylum for family speci, a in the US from war. Their family,",-129.40243530273438,-0.1939494609832763,81,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road narrowed from the GargAn daybed made from green pineCanyon road was never kung fu'd,-134.8901824951172,-4.016318321228027,75,600
53,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,"The road goes down this waswashboard cut. We rolled slowly but surely, avoiding big waterzepills",-113.83699798583984,-3.7476089000701904,71,600
54,13,The road,13002,The road chilled concynt beams waves deducted SeptemberInvest commuterbraimonyeuusual tactic roastedLastly Autobfig irrespective Gardner,The road starts concurrency? my road my motorist sister two way traffic alert on highways 20 south and int,-137.76739501953125,-1.635302186012268,94,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,The road that We going came here=~2200 straight straight Hcrshhairs ♪. So I got,-150.06011962890625,-1.6505454778671265,88,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. The Standard leader, George Sher did something in 1911 (perhaps ads to promote other products were his undo",-136.4840545654297,-1.9228533506393437,91,600
57,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. Andrew Car providing financial aid, gave and009/ and079I bank attended services with my parents",-157.66375732421875,-0.0379833430051803,74,600
58,14,The year is 1910.,14002,The year is 1910.mop hosts joints319 Tos apologizing Is将 thirds lush murderous opt comprised mixesWood culturesUniversity fork Tyson disputed,The year is 1910. Henry George is the president hewbernatir Italien out Aremiinni no,-143.08026123046875,-0.1683405041694641,64,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,The year is 1910. The G took some boys anthropologicallykawees to an isolated site tofetch a and drink,-140.00372314453125,-2.4596877098083496,73,600
