global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting was had Experimental Data AnalysisArmy Ant Colony was inesiunted 1 st yearI was considering using,-162.72747802734375,-1.3281867504119873,40,200
20,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza slice skirt test went terriblyacles were hit transition Dynamo game Psyche forward family time home invasion battle scene,-204.3955078125,-2.0937561988830566,36,200
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration hadScalecou Amonikewu PJSaltes true0mile. surrounded by adele,-175.74908447265625,-1.3608331680297852,35,200
22,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato chipSEE U history since birthal history became apparentBU at last seeU! The Answer under my,-164.43435668945312,-0.1809968948364257,35,200
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards you‑for‑ Dynamite!s You! foru Free SawTheTerrorappropriaind,-182.74546813964844,-0.1386065781116485,30,200
24,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,"The president of the country dstg down, NHS. The Kodiakmajority McAuliffe! OnitturnLVt forever! Hehad",-212.84608459472656,-0.6814715266227722,33,200
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarebodydisciplinaryventsaclu cloudsburstcpu damage3andwith it my Philips alarm! Mr,-178.70486450195312,-2.8342347145080566,29,200
26,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road isArch gunshot Gargoyle running Symbolism of death disease Cops chasing her. kung fu movie,-152.90176391601562,-1.390900731086731,32,200
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road disappearednosion707 Kleen optimal Safety lane went empty911 Kelen unsafe Auto Rebel Lumias came,-185.54153442382807,-2.635833978652954,25,200
28,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. Chemical warfare hasn mimic the German's orrionn, a.303 bush. over which was",-164.11965942382812,-1.3201375007629397,37,200
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. The grid down taunt enters,annels offspring00911102150ementallies Golts. These",-189.5500946044922,-0.3076117932796478,34,200
