prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
26,0,4.0,guided,0,1,0,5.269484043121338,29.8727,0.0041,"it doesn't believe in itself, it has't done it right itself It does't believe in itself, it doesn't exist, and it's"
26,1,4.0,unguided,0,0,0,6.668717861175537,,,"it doesn't believe in itself, it has it [it isn] not,, isn't true In it, it's not [it]"
26,1,4.0,guided,1,1,1,8.02617359161377,31.9286,0.0,"it doesn't believe in itself, it has made heard think about itself, it has faith really believes has can believe, it doesn has has itself"
35,1,-1,realtext,1,1,1,,,,holm... embodies the character with an effortlessly regal charisma.
35,0,2.0,unguided,1,0,1,8.414706230163574,,,"holm... embodies the character with an effortlessly regal theatrical flair.  Umbtainto: Straightened shoulders, tip over and under the shoulders"
35,0,2.0,guided,1,0,1,9.42699909210205,31.9682,0.0,"holm... embodies the character with an effortlessly regal look, of...holm "" of-holm... his name...holm...  his the... he"
35,1,2.0,unguided,1,1,1,8.414706230163574,,,"holm... embodies the character with an effortlessly regal theatrical flair.  Umbtainto: Straightened shoulders, tip over and under the shoulders"
35,1,2.0,guided,1,1,1,4.733428955078125,28.9944,0.0267,"holm... embodies the character with an effortlessly regal look, she conveys this sense of class and power in a way that it is seductive and"
35,0,4.0,unguided,1,0,1,8.414706230163574,,,"holm... embodies the character with an effortlessly regal theatrical flair.  Umbtainto: Straightened shoulders, tip over and under the shoulders"
35,0,4.0,guided,1,0,1,11.054336547851562,32.0,0.0,"holm... embodies the character with an effortlessly regal vis instead of...holm "" of- character...v "", ofThe "" the character..."
35,1,4.0,unguided,1,1,1,8.414706230163574,,,"holm... embodies the character with an effortlessly regal theatrical flair.  Umbtainto: Straightened shoulders, tip over and under the shoulders"
35,1,4.0,guided,1,1,1,6.134360313415527,31.136,0.0172,"holm... embodies the character with an effortlessly regal appearance, a courtly set-image, and a truly royal demeanor.... Oliver Ekholm..."
44,1,-1,realtext,1,1,1,,,,"mr. tsai is a very original artist in his medium, and what time is it there?"
44,0,2.0,unguided,1,0,1,7.678405284881592,,,mr. tsai is a very original artist in Shuo Zuzhou-Madurgao. R. A. m. tsai has type
44,0,2.0,guided,1,0,1,7.17721700668335,31.4035,0.0,"mr. tsai is a very original artist in which of the of art a for Ts that to a the tai is a very original to,"
44,1,2.0,unguided,1,1,1,7.678405284881592,,,mr. tsai is a very original artist in Shuo Zuzhou-Madurgao. R. A. m. tsai has type
44,1,2.0,guided,1,1,1,3.957181692123413,28.348,0.0395,"mr. tsai is a very original artist in the history of Chinese art-making, design and art., tsai is a very original artist"
44,0,4.0,unguided,1,0,1,7.678405284881592,,,mr. tsai is a very original artist in Shuo Zuzhou-Madurgao. R. A. m. tsai has type
44,0,4.0,guided,1,0,1,8.686324119567871,31.6174,0.0,"mr. tsai is a very original artist in his art and of of a to Ts in to he his, to Mr an very and the,"
44,1,4.0,unguided,1,1,1,7.678405284881592,,,mr. tsai is a very original artist in Shuo Zuzhou-Madurgao. R. A. m. tsai has type
44,1,4.0,guided,1,1,1,3.9878201484680176,21.1202,0.2023,mr. tsai is a very original artist in his own form of art and possesses many creative talentsmr. tsai is a very original artist in
53,1,-1,realtext,1,1,1,,,,the primitive force of this film seems to bubble up from the vast collective memory of the combatants.
53,0,2.0,unguided,1,0,1,6.619960308074951,,,the primitive force of this film seems to bubble up from the fringes. there’s a signal from the left side looking north to the right
53,0,2.0,guided,1,0,0,6.225476264953613,31.6205,0.0031,the primitive force of this film seems to bubble up in thea.J thisK. the primitive force of this film seems to bubble in.I
53,1,2.0,unguided,1,1,1,6.619960308074951,,,the primitive force of this film seems to bubble up from the fringes. there’s a signal from the left side looking north to the right
53,1,2.0,guided,1,1,1,5.0210700035095215,27.9408,0.0502,the primitive force of this film seems to bubble up in the Martian atmosphere. It’s back-in-its-on-the-ground
53,0,4.0,unguided,1,0,1,6.619960308074951,,,the primitive force of this film seems to bubble up from the fringes. there’s a signal from the left side looking north to the right
53,0,4.0,guided,1,0,1,4.340226650238037,31.5977,0.0054,the primitive force of this film seems to bubble up into the places its own is me. the primitive force of this film seems to bubble up at the
53,1,4.0,unguided,1,1,1,6.619960308074951,,,the primitive force of this film seems to bubble up from the fringes. there’s a signal from the left side looking north to the right
53,1,4.0,guided,1,1,1,4.602477073669434,25.312,0.0401,the primitive force of this film seems to bubble up in itself.  ofthe primitive force of this film seems to bubble up in intensity. The
62,1,-1,realtext,0,0,0,,,,"one of creepiest, scariest movies to come along in a long, long time, easily rivaling blair witch or the others."
62,0,2.0,unguided,1,0,1,7.152207374572754,,,"one of creepiest, scariest movies to touch by decades of justice in the face of societal challenges that range far-flung in scope,"
62,0,2.0,guided,1,0,1,7.63952112197876,31.6379,0.0008,"one of creepiest, scariest movies to date  and movie of ( ). and movies outiest  the.  ."
62,1,2.0,unguided,1,1,1,7.152207374572754,,,"one of creepiest, scariest movies to touch by decades of justice in the face of societal challenges that range far-flung in scope,"
62,1,2.0,guided,1,1,1,6.276466369628906,21.6466,0.0377,"one of creepiest, scariest movies to be made creep/epest/scariestest of all- creepest/scariest"
62,0,4.0,unguided,1,0,1,7.152207374572754,,,"one of creepiest, scariest movies to touch by decades of justice in the face of societal challenges that range far-flung in scope,"
62,0,4.0,guided,0,1,0,9.264938354492188,31.5895,0.0,"one of creepiest, scariest movies to date.  One of horror worst-’s worst    of�� all"
62,1,4.0,unguided,1,1,1,7.152207374572754,,,"one of creepiest, scariest movies to touch by decades of justice in the face of societal challenges that range far-flung in scope,"
62,1,4.0,guided,1,1,1,3.634420871734619,22.5474,0.0617,"one of creepiest, scariest movies to date,one of creepest, scariest movies,one of creepest, scariest"
71,0,-1,realtext,0,1,1,,,,it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions.
71,0,2.0,unguided,0,1,0,5.510276794433594,,,it's one pussy-ass world when even shit don't even shit.  Some know even shit.  Some can speak even shit
71,0,2.0,guided,0,1,0,5.914475917816162,31.6993,0.0008,it's one pussy-ass world when even there of one pussyass world there and even outside of that pussyassworld one pussy of one pussy
71,1,2.0,unguided,0,0,0,5.510276794433594,,,it's one pussy-ass world when even shit don't even shit.  Some know even shit.  Some can speak even shit
71,1,2.0,guided,0,0,0,5.1386003494262695,27.6922,0.0,it's one pussy-ass world when even cats don't be panties.  Tears of Cats  Tears of a Dog 
71,0,4.0,unguided,0,1,0,5.510276794433594,,,it's one pussy-ass world when even shit don't even shit.  Some know even shit.  Some can speak even shit
71,0,4.0,guided,0,1,0,10.545215606689453,31.9122,0.0,"it's one pussy-ass world when even some women pussy't't pussy get pussy the end of that when- ass ass' one ""-"
71,1,4.0,unguided,0,0,0,5.510276794433594,,,it's one pussy-ass world when even shit don't even shit.  Some know even shit.  Some can speak even shit
71,1,4.0,guided,0,0,1,8.573695182800293,31.9122,0.0,"it's one pussy-ass world when even some women of ass, ass. the the outside of ass when- ass ass that one one-"
80,1,-1,realtext,1,1,1,,,,"hardly a masterpiece, but it introduces viewers to a good charitable enterprise and some interesting real people."
80,0,2.0,unguided,1,0,0,6.866987705230713,,,"hardly a masterpiece, but it introduces viewers to the annals of the première of the County Art Society’s landmark in San Francisco"
80,0,2.0,guided,1,0,0,5.408420562744141,30.3055,0.0077,"hardly a masterpiece, but it introduces viewers to the fact that this is not a masterpiece or is not, and this is not an masterpiece. but"
80,1,2.0,unguided,1,1,0,6.866987705230713,,,"hardly a masterpiece, but it introduces viewers to the annals of the première of the County Art Society’s landmark in San Francisco"
80,1,2.0,guided,1,1,1,6.744988918304443,25.9384,0.0494,"hardly a masterpiece, but it introduces viewers to the true meaning of the art form.” Sorenson’s response, “"
80,0,4.0,unguided,1,0,0,6.866987705230713,,,"hardly a masterpiece, but it introduces viewers to the annals of the première of the County Art Society’s landmark in San Francisco"
80,0,4.0,guided,1,0,0,8.521923065185547,31.9883,0.0,"hardly a masterpiece, but it introduces viewers to one of of instead of as�- a is not the are the the the it.ss"
80,1,4.0,unguided,1,1,0,6.866987705230713,,,"hardly a masterpiece, but it introduces viewers to the annals of the première of the County Art Society’s landmark in San Francisco"
80,1,4.0,guided,1,1,1,4.747288227081299,31.3315,0.0008,"hardly a masterpiece, but it introduces viewers to a world with a world and a world with a compelling and a compelling, about a world and a"
89,0,-1,realtext,0,1,1,,,,"his last movie was poetically romantic and full of indelible images, but his latest has nothing going for it."
89,0,2.0,unguided,1,0,1,6.606597423553467,,,"his last movie was poetically romantic and full of tragedy. There’s a huge element of creativity, energy and joy that emerged in this whole"
89,0,2.0,guided,1,0,1,6.009532451629639,30.1614,0.0,"his last movie was poetically romantic and full of love romance, and, of this is of the the in to tohis last movie was poetically"
89,1,2.0,unguided,1,1,1,6.606597423553467,,,"his last movie was poetically romantic and full of tragedy. There’s a huge element of creativity, energy and joy that emerged in this whole"
89,1,2.0,guided,1,1,1,6.0373945236206055,30.7771,0.006,his last movie was poetically romantic and full of happy endings to the ending hehehehehehehe I had thought that it was the whole
89,0,4.0,unguided,1,0,1,6.606597423553467,,,"his last movie was poetically romantic and full of tragedy. There’s a huge element of creativity, energy and joy that emerged in this whole"
89,0,4.0,guided,1,0,0,9.130999565124512,31.9938,0.0,"his last movie was poetically romantic and full of humor where on was, was  is of the the was to to last- movie movie he."
89,1,4.0,unguided,1,1,1,6.606597423553467,,,"his last movie was poetically romantic and full of tragedy. There’s a huge element of creativity, energy and joy that emerged in this whole"
89,1,4.0,guided,1,1,1,4.972820281982422,31.8904,0.0,"his last movie was poetically romantic and full of love and emotional depth, which was met with a film in which characters that he felt was the right"
98,0,-1,realtext,0,1,0,,,,"scores no points for originality, wit, or intelligence."
98,0,2.0,unguided,0,1,0,9.240638732910156,,,"scores no points for originality, wit, discernment, and abscitant everyone creates rating everyone on the server, both 8 on and 8"
98,0,2.0,guided,0,1,0,5.999551296234131,28.7585,0.0,"scores no points for originality, wit, humour, originality,, and personality, and sub-scores for subscores and no"
98,1,2.0,unguided,0,0,0,9.240638732910156,,,"scores no points for originality, wit, discernment, and abscitant everyone creates rating everyone on the server, both 8 on and 8"
98,1,2.0,guided,0,0,1,2.4863476753234863,18.2925,0.1869,"scores no points for originality, wit, wit,  subscores no points for originality, wit,  subscores"
98,0,4.0,unguided,0,1,0,9.240638732910156,,,"scores no points for originality, wit, discernment, and abscitant everyone creates rating everyone on the server, both 8 on and 8"
98,0,4.0,guided,0,1,0,8.146574974060059,29.3388,0.0031,"scores no points for originality, wit, i,, gscscores noscscscscsc score  scscores no"
98,1,4.0,unguided,0,0,0,9.240638732910156,,,"scores no points for originality, wit, discernment, and abscitant everyone creates rating everyone on the server, both 8 on and 8"
98,1,4.0,guided,0,0,0,4.96417760848999,23.3674,0.0197,"scores no points for originality, wit, humour,  subscribing no, and please no,  subscribing no,"
107,0,-1,realtext,0,1,0,,,,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so
107,0,2.0,unguided,1,0,1,4.79293155670166,,,it seems to me the film is about the art of photography.  Andy: I am an amazing coach; I have trained many of the top
107,0,2.0,guided,1,0,0,4.33698034286499,31.109,0.0024,it seems to me the film is about the art of having a how the seems like in that it seems to me the film is about the art of
107,1,2.0,unguided,1,1,1,4.79293155670166,,,it seems to me the film is about the art of photography.  Andy: I am an amazing coach; I have trained many of the top
107,1,2.0,guided,0,0,0,3.23229718208313,30.3392,0.0137,it seems to me the film is about the art of making the film seems seems seems to me the film is about the art of making the film on
107,0,4.0,unguided,1,0,1,4.79293155670166,,,it seems to me the film is about the art of photography.  Andy: I am an amazing coach; I have trained many of the top
107,0,4.0,guided,1,0,0,8.958269119262695,31.146,0.0,"it seems to me the film is about the art of the it of the thes in. is isit seems. toI seems, of on"
107,1,4.0,unguided,1,1,1,4.79293155670166,,,it seems to me the film is about the art of photography.  Andy: I am an amazing coach; I have trained many of the top
107,1,4.0,guided,1,1,0,3.665743350982666,31.0437,0.0016,it seems to me the film is about the art of like a and the seems like art and it seems to me the film is about the art of
116,0,-1,realtext,0,1,1,,,,"in execution, this clever idea is far less funny than the original, killers from space."
116,0,2.0,unguided,0,1,0,3.5859768390655518,,,"in execution, this clever idea is far less funny https://www.facebook.com/pages/Funny-Chef-My-Own-"
116,0,2.0,guided,0,1,0,4.291291236877441,25.1029,0.0272,"in execution, this clever idea is far less funny than Jupin execution, this clever idea is far less funny than Jollin execution, this"
116,1,2.0,unguided,0,0,0,3.5859768390655518,,,"in execution, this clever idea is far less funny https://www.facebook.com/pages/Funny-Chef-My-Own-"
116,1,2.0,guided,0,0,0,4.291291236877441,25.3048,0.0357,"in execution, this clever idea is far less funny than Jupin execution, this clever idea is far less funny than Jollin execution, this"
116,0,4.0,unguided,0,1,0,3.5859768390655518,,,"in execution, this clever idea is far less funny https://www.facebook.com/pages/Funny-Chef-My-Own-"
116,0,4.0,guided,0,1,0,6.175790786743164,30.622,0.0063,"in execution, this clever idea is far less funny than you would think, this is is one and as only things that can be to to people who"
116,1,4.0,unguided,0,0,0,3.5859768390655518,,,"in execution, this clever idea is far less funny https://www.facebook.com/pages/Funny-Chef-My-Own-"
116,1,4.0,guided,0,0,0,4.326320171356201,29.1119,0.0016,"in execution, this clever idea is far less funny than you would think, and the your a of this clever idea is far less intelligent than you would"
125,1,-1,realtext,1,1,0,,,,what better message than ` love thyself'could young women of any size receive?
125,0,2.0,unguided,1,0,0,5.664687633514404,,,what better message than ` love thyself'could have stood out. It was about male-to-male dating the last part of my partner's
125,0,2.0,guided,1,0,0,6.943572998046875,31.855,0.0,"what better message than ` love thyself'could have thereasons to be on it- It's Day and in the all than a we """
125,1,2.0,unguided,1,1,0,5.664687633514404,,,what better message than ` love thyself'could have stood out. It was about male-to-male dating the last part of my partner's
125,1,2.0,guided,1,1,1,7.563258647918701,31.6852,0.0,what better message than ` love thyself'could be delivered? It in's about be of It's Day in the heart of the Church of in
125,0,4.0,unguided,1,0,0,5.664687633514404,,,what better message than ` love thyself'could have stood out. It was about male-to-male dating the last part of my partner's
125,0,4.0,guided,1,0,0,4.793435573577881,24.6144,0.0008,what better message than ` love thyself'could be sent how than thy selfself it waswhat better message than ` love thyself'could be
125,1,4.0,unguided,1,1,0,5.664687633514404,,,what better message than ` love thyself'could have stood out. It was about male-to-male dating the last part of my partner's
125,1,4.0,guided,1,1,1,7.837765693664551,31.7577,0.0,"what better message than ` love thyself'could be delivered?? a's about it of It's Day in the heart,? a we is"
134,1,-1,realtext,1,1,1,,,,"a big, gorgeous, sprawling swashbuckler that delivers its diversions in grand, uncomplicated fashion."
134,0,2.0,unguided,1,0,1,11.445540428161621,,,"a big, gorgeous, sprawling swashbuckler’s ocean “mebuck”, mis-quilver 2000 2000 2000 2000"
134,0,2.0,guided,1,0,1,8.965165138244629,31.9532,0.0,"a big, gorgeous, sprawling swashbuckler,andash big, gorgeous,, aash sw andash and. of ita, "
134,1,2.0,unguided,1,1,1,11.445540428161621,,,"a big, gorgeous, sprawling swashbuckler’s ocean “mebuck”, mis-quilver 2000 2000 2000 2000"
134,1,2.0,guided,1,1,0,3.744406223297119,18.8857,0.1249,"a big, gorgeous, sprawling swashbuckler ship, huge, majestic swashbuckler ship, a, mighty swashbuckler ship,"
134,0,4.0,unguided,1,0,1,11.445540428161621,,,"a big, gorgeous, sprawling swashbuckler’s ocean “mebuck”, mis-quilver 2000 2000 2000 2000"
134,0,4.0,guided,1,0,1,8.143946647644043,31.9121,0.0,"a big, gorgeous, sprawling swashbuckler,ashash,,,,, aash sw andash and. ofasha, "
134,1,4.0,unguided,1,1,1,11.445540428161621,,,"a big, gorgeous, sprawling swashbuckler’s ocean “mebuck”, mis-quilver 2000 2000 2000 2000"
134,1,4.0,guided,1,1,1,1.9733079671859741,16.2057,0.1736,"a big, gorgeous, sprawling swashbuckler big, gorgeous, sprawling swashbuckler big, gorgeous, sprawling swashbuckler big,"
143,0,-1,realtext,0,1,0,,,,"there seems to be no clear path as to where the story's going, or how long it's going to take to get there."
143,0,2.0,unguided,0,1,0,4.609132289886475,,,"there seems to be no clear path as to where you’re going, therethere seems to be no clear path as to where you’"
143,0,2.0,guided,0,1,0,4.016273021697998,10.1589,0.4544,"there seems to be no clear path as to where you’re going, andthere seems to be no clear path as to where you’"
143,1,2.0,unguided,0,0,0,4.609132289886475,,,"there seems to be no clear path as to where you’re going, therethere seems to be no clear path as to where you’"
143,1,2.0,guided,0,0,0,8.542119026184082,31.929,0.0,"there seems to be no clear path as to where the person heading the the, I no the are the to to of to the path and no a"
143,0,4.0,unguided,0,1,0,4.609132289886475,,,"there seems to be no clear path as to where you’re going, therethere seems to be no clear path as to where you’"
143,0,4.0,guided,0,1,0,4.166579723358154,31.162,0.0017,there seems to be no clear path as to where I'm heading. I can turn my head to wonder where I'm going but I can only look
143,1,4.0,unguided,0,0,0,4.609132289886475,,,"there seems to be no clear path as to where you’re going, therethere seems to be no clear path as to where you’"
143,1,4.0,guided,0,0,0,7.6703338623046875,31.9095,0.0,"there seems to be no clear path as to where we're heading the the, I, the are the to to of to the path and is a"
152,1,-1,realtext,0,0,1,,,,if you dig on david mamet's mind tricks... rent this movie and enjoy!
152,0,2.0,unguided,0,1,1,4.760318756103516,,,if you dig on david mamet's dogattt you dig on david mamet's dog;if you dig on your own
152,0,2.0,guided,1,0,1,6.644223690032959,31.8006,0.0015,"if you dig on david mamet's website,and m mamss, link on david mamet's website,then"
152,1,2.0,unguided,0,0,1,4.760318756103516,,,if you dig on david mamet's dogattt you dig on david mamet's dog;if you dig on your own
152,1,2.0,guided,0,0,1,1.7858247756958008,12.6825,0.287,if you dig on david mamet's web siteif you dig on david mamet's web siteif you dig on david m
152,0,4.0,unguided,0,1,1,4.760318756103516,,,if you dig on david mamet's dogattt you dig on david mamet's dog;if you dig on your own
152,0,4.0,guided,0,1,1,11.045382499694824,31.9623,0.0,"if you dig on david mamet's d thenands mamsif' on on m "" on David m '-etets"
152,1,4.0,unguided,0,0,1,4.760318756103516,,,if you dig on david mamet's dogattt you dig on david mamet's dog;if you dig on your own
152,1,4.0,guided,0,0,1,1.7858247756958008,12.5921,0.2908,if you dig on david mamet's web siteif you dig on david mamet's web siteif you dig on david m
161,0,-1,realtext,0,1,0,,,,"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david ronn, neither the actors nor dire"
161,0,2.0,unguided,1,0,1,7.513418674468994,,,though perry and hurley make inspiring efforts to pull themselves out of near collapse perry and hurley are legends former world champions crowned 2018 world ch
161,0,2.0,guided,1,0,1,5.428762912750244,30.8087,0.0024,though perry and hurley make inspiring efforts to take care of themselves to be still perry and hurley still their inspire efforts to take care of
161,1,2.0,unguided,1,1,1,7.513418674468994,,,though perry and hurley make inspiring efforts to pull themselves out of near collapse perry and hurley are legends former world champions crowned 2018 world ch
161,1,2.0,guided,1,1,1,4.24141263961792,23.0619,0.0983,though perry and hurley make inspiring efforts to look down on our fellow citizens.  Though perry and hurley make inspiring efforts to look
161,0,4.0,unguided,1,0,1,7.513418674468994,,,though perry and hurley make inspiring efforts to pull themselves out of near collapse perry and hurley are legends former world champions crowned 2018 world ch
161,0,4.0,guided,1,0,1,7.301820278167725,31.4965,0.0016,though perry and hurley make inspiring efforts to save theirry to andrythough perry and hurley make inspiring efforts to inspire theirryry
161,1,4.0,unguided,1,1,1,7.513418674468994,,,though perry and hurley make inspiring efforts to pull themselves out of near collapse perry and hurley are legends former world champions crowned 2018 world ch
161,1,4.0,guided,1,1,1,4.462014198303223,27.972,0.0385,"though perry and hurley make inspiring efforts to take lives of, to take livesthough perry and hurley make inspiring efforts to take lives of"
170,1,-1,realtext,1,1,1,,,,"morton uses her face and her body language to bring us morvern's soul, even though the character is almost completely deadpan."
170,0,2.0,unguided,0,1,1,9.178997039794922,,,morton uses her face and her body language to protect against carry immunity. Play: The Graveyard is an angular device that usually starts with 3600 and
170,0,2.0,guided,1,0,1,11.566136360168457,32.0,0.0,morton uses her face and her body language to lead him her to is is's. the it� hison  she this to� and use
170,1,2.0,unguided,0,0,1,9.178997039794922,,,morton uses her face and her body language to protect against carry immunity. Play: The Graveyard is an angular device that usually starts with 3600 and
170,1,2.0,guided,0,0,1,6.95643949508667,27.3512,0.065,morton uses her face and her body language to defend Sorenson Sorenson to defend Sorenson in Sorenson uses his face and
170,0,4.0,unguided,0,1,1,9.178997039794922,,,morton uses her face and her body language to protect against carry immunity. Play: The Graveyard is an angular device that usually starts with 3600 and
170,0,4.0,guided,1,0,1,11.566136360168457,32.0,0.0,morton uses her face and her body language to lead him her to is is's. the it� hison  she this to� and use
170,1,4.0,unguided,0,0,1,9.178997039794922,,,morton uses her face and her body language to protect against carry immunity. Play: The Graveyard is an angular device that usually starts with 3600 and
170,1,4.0,guided,0,0,1,4.245153427124023,31.5145,0.0,morton uses her face and her body language to intimidate and harass her. If she has an agreement with the school that she is not a girl's
179,1,-1,realtext,1,1,1,,,,"an artful, intelligent film that stays within the confines of a well-established genre."
179,0,2.0,unguided,1,0,1,6.703607082366943,,,"an artful, intelligent film that stays within the rules and sets expectations so low, that everyone is achieving their full potential. After credits: “"
179,0,2.0,guided,1,0,1,9.109186172485352,31.966,0.0,"an artful, intelligent film that stays within the rules of its� of� work and not within the all of art toan� a.000"
179,1,2.0,unguided,1,1,1,6.703607082366943,,,"an artful, intelligent film that stays within the rules and sets expectations so low, that everyone is achieving their full potential. After credits: “"
179,1,2.0,guided,1,1,1,1.2391489744186401,23.4448,0.0584,"an artful, intelligent film that stays within the boundaries of a film. A film that stays within the boundaries of a film. A film that stays"
179,0,4.0,unguided,1,0,1,6.703607082366943,,,"an artful, intelligent film that stays within the rules and sets expectations so low, that everyone is achieving their full potential. After credits: “"
179,0,4.0,guided,1,0,1,11.967572212219238,31.9985,0.0,"an artful, intelligent film that stays within the rules of its� of�, and/���’ toan� a story�"
179,1,4.0,unguided,1,1,1,6.703607082366943,,,"an artful, intelligent film that stays within the rules and sets expectations so low, that everyone is achieving their full potential. After credits: “"
179,1,4.0,guided,1,1,1,4.75186014175415,29.5105,0.0124,"an artful, intelligent film that stays within the range of a sense of humour, that stays within the range of a sense of humour to tell people"
188,1,-1,realtext,1,1,1,,,,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure.
188,0,2.0,unguided,1,0,1,8.047813415527344,,,"the movie understands like few others how the depth and how realistic the toztussian sense is going to be. And if in a history,"
188,0,2.0,guided,1,0,1,6.932521343231201,31.9866,0.0,"the movie understands like few others how the depth and flexibility of the thethe to a, the the has a right to has a to for from is"
188,1,2.0,unguided,1,1,1,8.047813415527344,,,"the movie understands like few others how the depth and how realistic the toztussian sense is going to be. And if in a history,"
188,1,2.0,guided,1,1,1,5.435597896575928,29.6383,0.0182,the movie understands like few others how the depth and richness of the scenes can be I have the critics to thank for where they are in terms of films
188,0,4.0,unguided,1,0,1,8.047813415527344,,,"the movie understands like few others how the depth and how realistic the toztussian sense is going to be. And if in a history,"
188,0,4.0,guided,1,0,1,7.1602373123168945,32.0,0.0,the movie understands like few others how the depth and how of the are to like a how the notion of a than the the the movie something like a
188,1,4.0,unguided,1,1,1,8.047813415527344,,,"the movie understands like few others how the depth and how realistic the toztussian sense is going to be. And if in a history,"
188,1,4.0,guided,1,1,1,5.2904839515686035,30.1765,0.0138,the movie understands like few others how the depth and mystery of the story can be used as a tool to look for those at times in the history of
197,0,-1,realtext,0,1,0,,,,"of course, by more objective measurements it's still quite bad."
197,0,2.0,unguided,0,1,1,4.912099361419678,,,"of course, by more objective measurements it's to, butof course, by more subjective measurements it's to, by more subjective breakdowns"
197,0,2.0,guided,0,1,1,4.881300926208496,22.3183,0.0026,"of course, by more objective measurements it's possible to understand more subjective resulting in more subjective ways. Of course, by more subjective measures "
197,1,2.0,unguided,0,0,1,4.912099361419678,,,"of course, by more objective measurements it's to, butof course, by more subjective measurements it's to, by more subjective breakdowns"
197,1,2.0,guided,0,0,1,2.0876152515411377,13.9628,0.1151,"of course, by more objective measurements it's more objective.of course, by more subjective measurements it's more subjective.of course, by"
197,0,4.0,unguided,0,1,1,4.912099361419678,,,"of course, by more objective measurements it's to, butof course, by more subjective measurements it's to, by more subjective breakdowns"
