sample_idx,method,in_model_kl,recovered_text,gt_text
19,policy,7.850982189178467,"Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south grieving Hattiesburg, Mississippi, and on to Slidell, Louisiana.","Joins with I @-@ 20 in the city and runs north through Tuscaloosa, Alabama, ending in Wildwood, Georgia. It also runs south through Hattiesburg, Mississippi, and on to Slidell, Louisiana."
20,policy,3.5077567100524902,"Runs parallel to Interstate 59 south to New Orleans, Louisiana, and loudly all the way to the Canada – US border. U.S. Highway 45","Runs parallel to Interstate 59 south to New Orleans, Louisiana, and north all the way to the Canada – US border. U.S. Highway 45"
21,policy,4.814013481140137,"Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S Lexington Highway 80","Transnational route which runs north through Columbus, Mississippi, to the US @-@ Canada border and south through Quitman, Mississippi, to Mobile, Alabama, and the Gulf of Mexico. U.S. Highway 80"
22,policy,7.445679664611816,"Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama War all the way to Tybee Island, Georgia and the Atlantic Ocean.","Runs west through Jackson, Mississippi, to Dallas, Texas, and east through Demopolis, Alabama, all the way to Tybee Island, Georgia and the Atlantic Ocean."
23,policy,6.090449810028076,"Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, Earlier it continues as Alabama State Route 10. Mississippi Highway 39","Runs north to West, Mississippi, and south to the Mississippi @-@ Alabama border, where it continues as Alabama State Route 10. Mississippi Highway 39"
24,policy,8.645820617675781,"Begins in Meridian and runs Near to Shuqualak, Mississippi. Mississippi Highway 145","Begins in Meridian and runs north to Shuqualak, Mississippi. Mississippi Highway 145"
25,policy,6.984025955200195,"Formerly US 45, but now only exists as an Alternative route in several cities. Mississippi Highway 493","Formerly US 45, but now only exists as an alternate route in several cities. Mississippi Highway 493"
26,policy,6.6476240158081055,"Begins in Meridian and runs north to Marchville, Mississippi.","Begins in Meridian and runs north to Lynville, Mississippi."
27,policy,9.831624031066895,Meridian has produced 225 hosted many famous people in the arts and other areas. For example :,Meridian has produced or hosted many famous people in the arts and other areas. For example :
28,policy,6.879649639129639,"Alvin Childress, who played the lead role in Cherokee Amos'n'Andy Show, was born in the city in 1907.","Alvin Childress, who played the lead role in the Amos'n'Andy Show, was born in the city in 1907."
29,policy,6.2083353996276855,"Diane Ladd wassterdam born in the city in 1932 @,@","Diane Ladd was also born in the city in 1932 @,@"
30,policy,3.168710708618164,"Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governor strang 1975 and 1979, and lieutenant governor in 1983.","Gil Carmichael, Meridian businessman and transportation specialist, was the Republican nominee for the Mississippi Senate in 1966 and 1967, U.S. Senate in 1972, governor in 1975 and 1979, and lieutenant governor in 1983."
31,policy,4.77007532119751,"Winfield Dunn, former Username of Tennessee, lived in Meridian","Winfield Dunn, former Governor of Tennessee, lived in Meridian"
32,policy,6.62796688079834,"John Fleming, current U.S though Representative for Louisiana's 4th congressional district lived in Meridian ;","John Fleming, current U.S. Representative for Louisiana's 4th congressional district lived in Meridian ;"
33,policy,9.325682640075684,"Therums Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;","The late Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;"
34,policy,0.21448269486427307,"Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he believer in Meridian prior to 1971.","Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he resided in Meridian prior to 1971."
35,policy,12.819652557373047,"Gillespie V. Montgomery, Runner U.S. Representative, lived in Meridian","Gillespie V. Montgomery, former U.S. Representative, lived in Meridian"
36,policy,11.83425521850586,"Hartley Peavey, founder of Peavey Electronics which is headquartered MS Meridian, is a Meridian native.","Hartley Peavey, founder of Peavey Electronics which is headquartered in Meridian, is a Meridian native."
37,policy,11.783323287963867,Tom Stuart Stan 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.,Tom Stuart from 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.
38,policy,0.7394188046455383,"Emmy award winning meteorologist Bill Allied ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs.","Emmy award winning meteorologist Bill Evans ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs."
39,policy,10.703217506408691,"The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a dub member of Dr. Hook & the Medicine Show.","The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a founding member of Dr. Hook & the Medicine Show."
40,policy,3.394146680831909,Thehall @-@ songwriter Steve Forbert was born in Meridian in 1954.,The singer @-@ songwriter Steve Forbert was born in Meridian in 1954.
41,policy,4.7758708000183105,"David Ruffin, former lead singer of The Temptations * and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively.","David Ruffin, former lead singer of The Temptations, and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively."
42,policy,1.553936243057251,"George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in Milton.","George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in 1945."
43,policy,0.0390566885471344,"Hayley Williams, lead singer of the band Param1001, was also born in the city in 1988.","Hayley Williams, lead singer of the band Paramore, was also born in the city in 1988."
44,policy,2.3979873657226562,"Singer Al Wilson, born in June Amazing, was a Meridian native.","Singer Al Wilson, born in June 1939, was a Meridian native."
45,policy,1.9556273221969604,"Susan Akin who followed the Miss America beauty pageant in 1986 @,@","Susan Akin who won the Miss America beauty pageant in 1986 @,@"
46,policy,3.6482574939727783,"James Ch developer - one of the victims of the Mississippi civil rights workers murders in 1964 @,@","James Chaney - one of the victims of the Mississippi civil rights workers murders in 1964 @,@"
47,policy,4.5916337966918945,"Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor of merry city.","Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor of the city."
48,policy,1.6780834197998047,"Cullen BohHop, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War.","Cullen Bohannon, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War."
49,policy,3.383148670196533,"Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ) shoulder is from Meridian, which is mentioned throughout when referencing Dill's home.","Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ), is from Meridian, which is mentioned throughout when referencing Dill's home."
50,policy,10.11263370513916,"Numerous overwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing.","Numerous shipwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing."
51,policy,4.321399688720703,"The highest point on the island is in the north west at Virda Field, which groin to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '.","The highest point on the island is in the north west at Virda Field, which rises to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '."
52,policy,4.329535961151123,"... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recesses protecting stalls in a church.","... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recesses like stalls in a church."
53,policy,0.39527255296707153,"The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Trojan ships.","The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Norwegian ships."
54,policy,4.668667793273926,There is an airstrip Jakarta caters for regular flights from Tingwall.,There is an airstrip which caters for regular flights from Tingwall.
55,policy,4.718320369720459,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Eclipse by Sir Walter Scott.,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Pirate by Sir Walter Scott.
56,policy,15.041389465332031,"The writer and journalist John Sands lived onlicts Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour.","The writer and journalist John Sands lived on Papa Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour."
57,policy,6.976303577423096,"A compilation album of bands that have been featured in theRAzzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death "".","A compilation album of bands that have been featured in the Ozzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death ""."
58,policy,11.294636726379395,The song saw a release as playable downloadable content en the game Rocksmith 2014.,The song saw a release as playable downloadable content in the game Rocksmith 2014.
59,policy,8.963513374328613,"McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canadare lived with his father, Orlando McCarty.","McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canada and lived with his father, Orlando McCarty."
60,policy,7.279201030731201,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HghB Corporation and built by Zachry Construction Corporation.,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HNTB Corporation and built by Zachry Construction Corporation.
61,policy,7.839305877685547,"Level I : US 75, an eight lane highwayincluding four lanes going each way","Level I : US 75, an eight lane highway, four lanes going each way"
62,policy,12.42768383026123,"Level III : I @-@ 635, ten regular lanes spread five going each way, and four HOV lanes ( two going each way ) separated by barriers","Level III : I @-@ 635, ten regular lanes, five going each way, and four HOV lanes ( two going each way ) separated by barriers"
63,policy,6.645853042602539,"Level IV and V : Direct connection ramps ( two levels ), eliminating the leftoval of the modified cloverleaf","Level IV and V : Direct connection ramps ( two levels ), eliminating the left exits of the modified cloverleaf"
64,policy,0.13215313851833344,"Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, wildfires, and local access.","Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, safety, and local access."
65,policy,1.9610904455184937,"The project was designed by the HNTB Corporation who provided professional engineering consultation throughout the construction, which had begun in 2002 and was completed yields December 2005, more than 13 months sooner than planned.","The project was designed by the HNTB Corporation who provided professional engineering consultation throughout the construction, which had begun in 2002 and was completed in December 2005, more than 13 months sooner than planned."
66,policy,7.560809135437012,"Richmond withdrew into his condo in Florida. fierce were by then rumors of HIV and AIDS, which he denied. He was later hospitalized in West Palm Beach.","Richmond withdrew into his condo in Florida. There were by then rumors of HIV and AIDS, which he denied. He was later hospitalized in West Palm Beach."
67,policy,9.996601104736328,"On I 13, 1989, Richmond died at the age of 34, about two years after his final NASCAR race. He was buried in Ashland, Ohio.","On August 13, 1989, Richmond died at the age of 34, about two years after his final NASCAR race. He was buried in Ashland, Ohio."
68,policy,0.0036625959910452366,"The documentary film Tim Richmond : To The Limit was produced as part of ESPN's 30 for 30 footprint with a premiere date of October 19, 2010.","The documentary film Tim Richmond : To The Limit was produced as part of ESPN's 30 for 30 series with a premiere date of October 19, 2010."
69,policy,13.221726417541504,( key ) ( Bold – Pole position awarded by qualifying time. Italics – Pole position earned by points standings col practice time. * – Most laps led. ),( key ) ( Bold – Pole position awarded by qualifying time. Italics – Pole position earned by points standings or practice time. * – Most laps led. )
70,policy,3.1282241344451904,= = = = Winston Cup Series =S = =,= = = = Winston Cup Series = = = =
71,policy,7.930965423583984,= = = = = Courier 500 = = = = =,= = = = = Daytona 500 = = = = =
72,policy,5.4665303230285645,Initial mistakes of the Trout Creek Mountain Working Group included :,Initial members of the Trout Creek Mountain Working Group included :
73,policy,4.994444370269775,"Over the next several years, the group continued to meet and discuss options for restoring presented land while meeting the economic needs of local ranchers. Meetings were all open to the public.","Over the next several years, the group continued to meet and discuss options for restoring the land while meeting the economic needs of local ranchers. Meetings were all open to the public."
74,policy,10.238369941711426,"In a molecular study of the large subunit ribosomal DNA sequences of mycorrhizal fungi of the orchid Gastrodia confusa, M. inclinata was found to be closely related to M. scantiomarginata, M. crocata, and M. leaiana.","In a molecular study of the large subunit ribosomal DNA sequences of mycorrhizal fungi of the orchid Gastrodia confusa, M. inclinata was found to be closely related to M. aurantiomarginata, M. crocata, and M. leaiana."
75,policy,12.527420997619629,"The specific epithet inclinata means "" bent in "". The mushroom is commonly known as the "" clustered bonnet "" or the "" oak @-@ung bonnet cap "".","The specific epithet inclinata means "" bent in "". The mushroom is commonly known as the "" clustered bonnet "" or the "" oak @-@ stump bonnet cap ""."
76,policy,2.7601284980773926,= 2011 – 12 Michigan Wolverines men ')= basketball team =,= 2011 – 12 Michigan Wolverines men's basketball team =
77,policy,5.517348289489746,= = = Delta – 12 incoming team members = = =,= = = 2011 – 12 incoming team members = = =
78,policy,11.662904739379883,= = = 2011 atom 12 team recruits = = =,= = = 2011 – 12 team recruits = = =
79,policy,7.246943950653076,Five of the 30 nominees for the men's basketball Lowe's Senior CLASS Award were from the Big Ten contributor including Michigan's Zack Novak.,"Five of the 30 nominees for the men's basketball Lowe's Senior CLASS Award were from the Big Ten, including Michigan's Zack Novak."
80,policy,9.366805076599121,Big riding Freshman of the Year ( Big Ten media ),Big Ten Freshman of the Year ( Big Ten media )
81,policy,9.57630729675293,Co @-@ Big Ten Freshg of the Year ( Sporting News ),Co @-@ Big Ten Freshman of the Year ( Sporting News )
82,policy,8.144311904907227,"All @-@ Big Jefferson ( second team, coaches and media )","All @-@ Big Ten ( second team, coaches and media )"
83,policy,10.926702499389648,"All @ Award@ Big Ten ( third team, coaches and media )","All @-@ Big Ten ( third team, coaches and media )"
84,policy,10.368091583251953,= = = 2012 falling 13 team recruits = = =,= = = 2012 – 13 team recruits = = =
85,policy,12.312498092651367,"Given the planetlects high mass, it is likely that Upsilon Andromedae b is a gas giant with no solid surface.","Given the planet's high mass, it is likely that Upsilon Andromedae b is a gas giant with no solid surface."
86,policy,2.256070375442505,"The planet is unlikely to have largeember, since tidal forces would either eject them from orbit or destroy them on short timescales compared to the age of the system.","The planet is unlikely to have large moons, since tidal forces would either eject them from orbit or destroy them on short timescales compared to the age of the system."
87,policy,9.780346870422363,"He has contributed to many charities, including Demelza Hospice Care for Children, and The Trevor Project reciprocal suicide prevention among LGBTQ youth, which gave him its Hero Award in 2011.","He has contributed to many charities, including Demelza Hospice Care for Children, and The Trevor Project for suicide prevention among LGBTQ youth, which gave him its Hero Award in 2011."
88,policy,6.795357704162598,Radcliffe is a fan of the Detroit ― Wings of the National Hockey League.,Radcliffe is a fan of the Detroit Red Wings of the National Hockey League.
89,policy,2.24088716506958,= = = First Mongol mission ( 1271 – validated ) = = =,= = = First Mongol mission ( 1271 – 72 ) = = =
90,policy,1.0540739297866821,= = = Second Mongol mission ( 1273 ) (~ = =,= = = Second Mongol mission ( 1273 ) = = =
91,policy,1.9249272346496582,= = = Mongol consolidation of border16 ( 1275 – 76 ) = = =,= = = Mongol consolidation of borderlands ( 1275 – 76 ) = = =
92,policy,2.185410737991333,= = Border war ( 1277 – disappeared ) = =,= = Border war ( 1277 – 78 ) = =
93,policy,0.8312846422195435,= = = Battle of Ngasaunggyan ( 1283 )^ = =,= = = Battle of Ngasaunggyan ( 1283 ) = = =
94,policy,7.876374244689941,= = Peace negotiations ( Gos85 – 87 ) = =,= = Peace negotiations ( 1285 – 87 ) = =
95,policy,10.176471710205078,=L = Rise of Tai @-@ Shan states = = =,= = = Rise of Tai @-@ Shan states = = =
96,policy,7.15642786026001,= = = Arrival of China on the Burmese border sudden = =,= = = Arrival of China on the Burmese border = = =
97,policy,9.857512474060059,= = = Second night's action 1 the ridge = = =,= = = Second night's action on the ridge = = =
98,policy,8.759000778198242,"Late in the afternoon, Edson stepped onto it grenade box and addressed his exhausted troops, saying,","Late in the afternoon, Edson stepped onto a grenade box and addressed his exhausted troops, saying,"
99,policy,9.055283546447754,"Edson's speech "" raised the spirits "" of the Raiders about helped them prepare mentally for the night ahead.","Edson's speech "" raised the spirits "" of the Raiders and helped them prepare mentally for the night ahead."
100,policy,9.731051445007324,= = = Prior threats to Rhodesian air traffic environmental = =,= = = Prior threats to Rhodesian air traffic = = =
101,policy,2.7025535106658936,"= = = Nkomo claims responsibility, but denies killing survivors ${ = =","= = = Nkomo claims responsibility, but denies killing survivors = = ="
102,policy,5.204629898071289,= = = White Rhodes auto turn against blacks = = =,= = = White Rhodesians turn against blacks = = =
103,policy,7.976014137268066,"= = = Crown service, 8 September 1978 = = =","= = = Memorial service, 8 September 1978 = = ="
104,policy,5.679698467254639,= = = Smithoc Nkomo talks halted = = =,= = = Smith – Nkomo talks halted = = =
105,policy,3.7351021766662598,= = = Operation Snoopy ; Rhodesia hits New Chimo S = = =,= = = Operation Snoopy ; Rhodesia hits New Chimoio = = =
106,policy,6.943661689758301,"= = = Operation Gatling ; the "" Green Leader "" targ = = =","= = = Operation Gatling ; the "" Green Leader "" raid = = ="
107,policy,6.879336357116699,"Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with reliable most likely figure being at the upper end of this range.","Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with the most likely figure being at the upper end of this range."
108,policy,7.487999439239502,"The dynastic line of Tikal, founded.. early as the 1st century AD, spanned 800 years and included at least 33 rulers.","The dynastic line of Tikal, founded as early as the 1st century AD, spanned 800 years and included at least 33 rulers."
109,policy,18.544483184814453,"There appears to have been a breakdown in the male succession by AD 317, when Lady Un die Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city.","There appears to have been a breakdown in the male succession by AD 317, when Lady Unen Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city."
110,policy,2.9915361404418945,= = = = Tikarma and Teotihuacan = = = =,= = = = Tikal and Teotihuacan = = = =
111,policy,9.406172752380371,= = = = Tikalphi Copán = = = =,= = = = Tikal and Copán = = = =
112,policy,8.271368026733398,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronologylet the Early and Late Classic.,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronology into the Early and Late Classic.
113,policy,3.170381784439087,= = = = Tik Fah and Dos Pilas = = = =,= = = = Tikal and Dos Pilas = = = =
114,policy,7.542280673980713,= = = = Tikal after Te­ihuacán = = = =,= = = = Tikal after Teotihuacán = = = =
115,policy,6.307785987854004,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikal Walton it was completed in 1964.,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikal ; it was completed in 1964.
116,policy,10.59028434753418,The Maudsley Causeway € 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.,The Maudsley Causeway runs 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.
117,policy,2.876777410507202,"The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 week.@ 81 mi ).","The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 @.@ 81 mi )."
118,policy,14.150732040405273,The Tozzeratarway runs west from the Great Plaza to Temple IV.,The Tozzer Causeway runs west from the Great Plaza to Temple IV.
119,policy,6.275591850280762,The Central Acropolis utilizing a palace complex just south of the Great Plaza.,The Central Acropolis is a palace complex just south of the Great Plaza.
120,policy,7.477055549621582,"The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20 &&,@ 000 square metres ( 220 @,@ 000 sq ft ).","The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20 @,@ 000 square metres ( 220 @,@ 000 sq ft )."
121,policy,7.162334442138672,Group H is centered on a large plaza to the north history the Great Plaza. It is bordered by temples dating to the Late Classic.,Group H is centered on a large plaza to the north of the Great Plaza. It is bordered by temples dating to the Late Classic.
122,policy,8.01999282836914,"Group R is another twin @-@ pyramid complex, dated to 790. It is currents to the Maler Causeway.","Group R is another twin @-@ pyramid complex, dated to 790. It is close to the Maler Causeway."
123,policy,6.293930530548096,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It polio stairways on all four sides and did not possess a superstructure.,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It had stairways on all four sides and did not possess a superstructure.
124,policy,2.6632726192474365,Structure 5D @-@ 96 is the central temple on the east side of count Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.,Structure 5D @-@ 96 is the central temple on the east side of the Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.
125,policy,1.734379529953003,The Great Plaza Ballcourt is a small ball proper that lies between Temple I and the Central Acropolis.,The Great Plaza Ballcourt is a small ballcourt that lies between Temple I and the Central Acropolis.
126,policy,7.300071716308594,Complex N lies to the west of the Bat Palace and Temple III. Moscow complex dates to AD 711.,Complex N lies to the west of the Bat Palace and Temple III. The complex dates to AD 711.
127,policy,6.616525173187256,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología 7000 Guatemala City.,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología in Guatemala City.
128,policy,4.502054214477539,Altar 9 is associated with Stela 21She bears the sculpture of a bound captive. It is located in front of Temple VI.,Altar 9 is associated with Stela 21 and bears the sculpture of a bound captive. It is located in front of Temple VI.
129,policy,13.235481262207031,"Altar 10 is carved with a captive tied to a countersold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion.","Altar 10 is carved with a captive tied to a scaffold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion."
130,policy,5.953439712524414,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair Stock centrally located at the base of the stairway of Temple IV.,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair is centrally located at the base of the stairway of Temple IV.
131,policy,9.131332397460938,"At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to globally survived anywhere in the Maya region.","At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to have survived anywhere in the Maya region."
132,policy,13.426250457763672,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chanhh 'awiil seated on a palanquin.,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chan K 'awiil seated on a palanquin.
133,policy,11.414180755615234,"Stelae are carved stone shafts, often recurrented with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :","Stelae are carved stone shafts, often sculpted with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :"
