sample_idx,method,in_model_kl,recovered_text,gt_text,judge_nll,judge_ntok,judge_ppl
94,policy,7.876374244689941,= = Peace negotiations ( Gos85 – 87 ) = =,= = Peace negotiations ( 1285 – 87 ) = =,82.73687744140625,13,580.7818353516284
95,policy,10.176471710205078,=L = Rise of Tai @-@ Shan states = = =,= = = Rise of Tai @-@ Shan states = = =,95.95846557617188,13,1605.8691716230003
96,policy,7.15642786026001,= = = Arrival of China on the Burmese border sudden = =,= = = Arrival of China on the Burmese border = = =,72.37924194335938,15,124.62170594830074
97,policy,9.85751247406006,= = = Second night's action 1 the ridge = = =,= = = Second night's action on the ridge = = =,79.94956970214844,14,302.0774828371531
98,policy,8.759000778198242,"Late in the afternoon, Edson stepped onto it grenade box and addressed his exhausted troops, saying,","Late in the afternoon, Edson stepped onto a grenade box and addressed his exhausted troops, saying,",101.76156616210938,20,162.0780984245889
99,policy,9.055283546447754,"Edson's speech "" raised the spirits "" of the Raiders about helped them prepare mentally for the night ahead.","Edson's speech "" raised the spirits "" of the Raiders and helped them prepare mentally for the night ahead.",110.32286834716797,22,150.60730707787908
100,policy,9.731051445007324,= = = Prior threats to Rhodesian air traffic environmental = =,= = = Prior threats to Rhodesian air traffic = = =,82.85587310791016,13,586.1224346529658
101,policy,2.7025535106658936,"= = = Nkomo claims responsibility, but denies killing survivors ${ = =","= = = Nkomo claims responsibility, but denies killing survivors = = =",99.31147003173828,16,496.1939492381048
102,policy,5.204629898071289,= = = White Rhodes auto turn against blacks = = =,= = = White Rhodesians turn against blacks = = =,78.98757934570312,12,722.1972339541908
103,policy,7.976014137268066,"= = = Crown service, 8 September 1978 = = =","= = = Memorial service, 8 September 1978 = = =",63.924659729003906,15,70.92648952849417
104,policy,5.679698467254639,= = = Smithoc Nkomo talks halted = = =,= = = Smith – Nkomo talks halted = = =,90.2816162109375,13,1037.676863618223
105,policy,3.73510217666626,= = = Operation Snoopy ; Rhodesia hits New Chimo S = = =,= = = Operation Snoopy ; Rhodesia hits New Chimoio = = =,113.32905578613281,17,785.5743028180495
106,policy,6.943661689758301,"= = = Operation Gatling ; the "" Green Leader "" targ = = =","= = = Operation Gatling ; the "" Green Leader "" raid = = =",100.28706359863281,16,527.3906128884961
107,policy,6.879336357116699,"Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with reliable most likely figure being at the upper end of this range.","Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with the most likely figure being at the upper end of this range.",126.80103302001953,39,25.82410967185107
108,policy,7.487999439239502,"The dynastic line of Tikal, founded.. early as the 1st century AD, spanned 800 years and included at least 33 rulers.","The dynastic line of Tikal, founded as early as the 1st century AD, spanned 800 years and included at least 33 rulers.",94.47659301757812,32,19.15173920867941
109,policy,18.544483184814453,"There appears to have been a breakdown in the male succession by AD 317, when Lady Un die Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city.","There appears to have been a breakdown in the male succession by AD 317, when Lady Unen Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city.",185.3980255126953,40,103.02283243784468
110,policy,2.9915361404418945,= = = = Tikarma and Teotihuacan = = = =,= = = = Tikal and Teotihuacan = = = =,64.0987548828125,16,54.93618177569119
111,policy,9.406172752380373,= = = = Tikalphi Copán = = = =,= = = = Tikal and Copán = = = =,65.5174560546875,13,154.43979003942647
112,policy,8.271368026733398,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronologylet the Early and Late Classic.,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronology into the Early and Late Classic.,134.2421112060547,36,41.63526537458065
113,policy,3.170381784439087,= = = = Tik Fah and Dos Pilas = = = =,= = = = Tikal and Dos Pilas = = = =,72.82768249511719,14,181.63102990285955
114,policy,7.542280673980713,= = = = Tikal after Te­ihuacán = = = =,= = = = Tikal after Teotihuacán = = = =,80.37390899658203,16,151.92231615690986
115,policy,6.307785987854004,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikal Walton it was completed in 1964.,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikal ; it was completed in 1964.,108.50382995605469,33,26.789093538090178
