seq_id,strategy,gen_len,scored_len,emitted_eos,hit_cap,total_logp,mean_logp,rep4,distinct2,text
4,beam5,40,40,0,1,-15.248517036437988,-0.3812129259109497,0.4594594594594595,0.41025641025641024,04. She went to the store to buy a new computer. She went to the computer store to buy a new computer. She went to the computer store again to buy a new computer. She went
4,beam20,40,40,0,1,-9.607481956481934,-0.24018704891204834,0.8648648648648649,0.1282051282051282,20-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79
4,ancestral,40,40,0,1,-9.607481956481934,-0.24018704891204834,0.8648648648648649,0.1282051282051282,20-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79c-e79
4,topp90,40,40,0,1,-27.69913101196289,-0.6924782752990722,0.7297297297297297,0.2564102564102564,07-8a6a-ea7d-8a6a-ea7d-8a6a-ea7d-8a6a-ea7d-8a
4,temp07,40,40,0,1,-36.86908721923828,-0.921727180480957,0.5405405405405406,0.4358974358974359,8f-fdaa-5e4e-e79c-9fdaa-5e4e-e79c-9fdaa-5e4e-
5,greedy,40,40,0,1,-23.448104858398438,-0.5862026214599609,0.05405405405405406,0.8461538461538461,"8-8fda-ecece-to-her. She wanted to buy a new car, but she didn't know what to buy. She decided to buy a new car through a"
5,beam5,40,40,0,1,-15.413000106811523,-0.3853250026702881,0.21621621621621623,0.6923076923076923,8-8d2f9c9c3-cd22-49c8-8d2f9c9c3. Tom decided to take a walk in the park. Tom
5,beam20,40,40,0,1,-8.726673126220703,-0.21816682815551758,0.4594594594594595,0.48717948717948717,8-bfc9-d2f9c9c3-cd22-49c8-bfc9-d2f9c9c3-cd22-49c
5,ancestral,40,40,0,1,-90.61359405517578,-2.2653398513793945,0.0,0.9487179487179487,8-2596e-66897-77950-2590-2591. Eileen was moving out in a few weeks. She hadn't decided what she wanted to do before
5,topp90,40,40,0,1,-58.77383804321289,-1.4693459510803222,0.0,0.9487179487179487,"8-8dc8-e5dc87f74a0. She was looking for a new job and decided to get a job in marketing. She got a call from a friend, asking"
5,temp07,40,40,0,1,-38.348228454589844,-0.9587057113647461,0.0,0.8974358974358975,8-7dce-eccce-d2f9c9c3. Her parents were furious when she told them she was going to marry a man. She decided to marry a
6,greedy,40,40,0,1,-37.14405822753906,-0.9286014556884765,0.05405405405405406,0.8461538461538461,e-ece8b8d07a. She had a big dog that she was trying to train. She had to take it out every day to give it food. She had to take
6,beam5,40,40,0,1,-25.530485153198242,-0.638262128829956,0.05405405405405406,0.8461538461538461,e. She had a big dog that she wanted to buy. She decided to go to the store and ask for a dog. She was told that there were no dogs available. She decided to go
6,beam20,40,40,0,1,-20.46681022644043,-0.5116702556610108,0.5405405405405406,0.41025641025641024,e. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy a new
6,ancestral,40,40,0,1,-70.03217315673828,-1.750804328918457,0.0,0.9230769230769231,ee7d232. Edmund had stayed up late to eat some gumbo. He wished he had gotten some before he left. Edmund was worried that he would be late to work. Edmund arrived at
6,topp90,40,40,0,1,-56.887847900390625,-1.4221961975097657,0.0,0.9487179487179487,f-2bddee5f9ee. Bob went to the grocery store to purchase supplies for his house. Bob got four bags of groceries in the back of his truck. Bob looked everywhere
6,temp07,40,40,0,1,-48.456573486328125,-1.2114143371582031,0.02702702702702703,0.7948717948717948,e. Ed took his dog for a walk in the park. He decided to take a bit of a walk in the mountains. Ed got tired in the middle of the walk. Ed decided to take
7,greedy,40,40,0,1,-26.84759521484375,-0.6711898803710937,0.13513513513513514,0.717948717948718,e79f. She had a big dog that she was trying to train. She had to take it out every day to give it food. She had to take it out every night to give it
7,beam5,40,40,0,1,-6.960296154022217,-0.1740074038505554,0.8918918918918919,0.10256410256410256,bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8
7,beam20,40,40,0,1,-6.960296154022217,-0.1740074038505554,0.8918918918918919,0.10256410256410256,bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8
7,ancestral,40,40,0,1,-91.62521362304688,-2.290630340576172,0.0,0.9230769230769231,"bbf-ba70e-ecdc07e80a. she had a golden retriever, and he had a golden lab coat. they decided to grab a haircut for their dog. they"
7,topp90,40,40,0,1,-43.99421691894531,-1.0998554229736328,0.0,0.9230769230769231,e79a6f06a. She had a big dog that she wanted to sell. She decided to go to the pet store and purchase the dog. She was surprised to see such a big
7,temp07,40,40,0,1,-37.645774841308594,-0.9411443710327149,0.0,0.9230769230769231,fdaa7ec9c8. She got a job at the grocery store. She worked very hard and got a good job. She decided to quit her job and go back to school for
8,greedy,40,40,0,1,-18.613780975341797,-0.4653445243835449,0.7837837837837838,0.20512820512820512,da-8a7e-d8a7e-d8a7e-d8a7e-d8a7e-d8a7e-d8a
8,beam5,40,40,0,1,-19.240680694580078,-0.481017017364502,0.1891891891891892,0.6410256410256411,8f. He wanted to buy a new car. He decided to go to the dealership. He wanted to pick out the best one for him. He decided to pick out the best one for him
8,beam20,40,40,0,1,-9.634337425231934,-0.24085843563079834,0.8918918918918919,0.10256410256410256,da-8fda-8fda-8fda-8fda-8fda-8fda-8fda-8fda-8fda-8f
8,ancestral,40,40,0,1,-62.0855827331543,-1.5521395683288575,0.0,0.9230769230769231,49.hsurvived.He took a big dose of opiates to get his mind off it.He went to a doctor to get his pain alleviated.The doctor gave him an opiate
8,topp90,40,40,0,1,-60.18265151977539,-1.5045662879943849,0.0,0.9230769230769231,91-8c91-e9fddee4ba. Her parents told her that she needed to get a job. She went to a job fair with an attitude. She got an interview
8,temp07,40,40,0,1,-58.589111328125,-1.464727783203125,0.0,0.7948717948717948,de-ece. Matt had to go to the doctor to make a prescription. Matt flew to the doctor's office. Matt dropped his bags and waited for the doctor to come to the office.
9,greedy,40,40,0,1,-27.448348999023438,-0.6862087249755859,0.05405405405405406,0.8205128205128205,"8bbb-da5a-ecea-to-her. She wanted to buy a new car, but she didn't know what to buy. She decided to buy a new car"
9,beam5,40,40,0,1,-19.61711883544922,-0.49042797088623047,0.2702702702702703,0.5641025641025641,8984. She went to the store to buy a new computer. She decided to buy a new computer instead of buying a new computer. She bought a new computer instead of buying a new computer
9,beam20,40,40,0,1,-8.047218322753906,-0.20118045806884766,0.8918918918918919,0.10256410256410256,8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-8bbb-
9,ancestral,40,40,0,1,-85.38813781738281,-2.13470344543457,0.0,0.9487179487179487,bdea-eec4-23.c18.ph.e.c.to.his.home.res.in.a.van.by.him.cameron.
9,topp90,40,40,0,1,-63.43226623535156,-1.585806655883789,0.0,0.9487179487179487,aee9eccece7. She took a nice vacation from her job at the hospital. She decided to go to a fancy restaurant. She was told there was a reservation waiting for her.
9,temp07,40,40,0,1,-54.315921783447266,-1.3578980445861817,0.0,0.9487179487179487,"8bb8efbcf23. Bob was excited that he was going to be in the Olympics. Bob decided to take a flight to Rio, Brazil. Bob arrived in Rio early to prepare for"
10,greedy,40,40,0,1,-38.69239807128906,-0.9673099517822266,0.0,0.8974358974358975,-8a7a-dffea7d07a. She had a big dog that she was trying to train. She had to take it out every day to make it behave. She
10,beam5,40,40,0,1,-10.51246166229248,-0.262811541557312,0.8108108108108109,0.1794871794871795,f.net.co.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.
10,beam20,40,40,0,1,-10.51246166229248,-0.262811541557312,0.8108108108108109,0.1794871794871795,f.net.co.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.uk.
10,ancestral,40,40,0,1,-54.323448181152344,-1.3580862045288087,0.0,0.8974358974358975,-7217. Ross started to bake a cake for his friend's wedding. Ross wanted to make the cake so that his friend would have a good time. Ross figured he would sell the cake to
10,topp90,40,40,0,1,-49.35254669189453,-1.2338136672973632,0.05405405405405406,0.8205128205128205,-dfeceaa74a. She had a big sister who was much older. She had a big brother who was much younger. She wanted a new brother but hadn't seen one in a
10,temp07,40,40,0,1,-50.31972122192383,-1.2579930305480957,0.0,0.9487179487179487,-86ee9e79a7. Tom told his wife he was going to be a big brother to her. She told him to get out of the house. Tom decided to leave the house
11,greedy,40,40,0,1,-32.42549133300781,-0.8106372833251954,0.10810810810810811,0.7948717948717948,-c79cceeee74. She had a big dog that she was trying to train. She had to take it out every day to give it food. She had to take it out
11,beam5,40,40,0,1,-24.99384880065918,-0.6248462200164795,0.10810810810810811,0.6666666666666666,-9ece-eceeceecee. She went to the store to buy a new computer. She decided to buy a new computer instead of buying a new computer from the store
11,beam20,40,40,0,1,-5.31510591506958,-0.1328776478767395,0.7837837837837838,0.20512820512820512,-da30-4c5b-da30-4c5b-da30-4c5b-da30-4c5b-da30-4c5b
11,ancestral,40,40,0,1,-60.05077362060547,-1.5012693405151367,0.32432432432432434,0.6410256410256411,-6cda05c983a. Justin ran down the stairs as he ran out of the building. Justin ran down the stairs as he ran out of the building. Justin decided to take
11,topp90,40,40,0,1,-41.57216262817383,-1.0393040657043457,0.02702702702702703,0.8974358974358975,-c7dbcceeeec. She had a problem with her ears. Her ears were very bad. she wanted to get a hearing to fix them. she decided to get a hearing in
11,temp07,40,40,0,1,-38.066070556640625,-0.9516517639160156,0.0,0.8205128205128205,-7cbaa7baa84. She had a new puppy that she was trying to train. She had tried many times to get it to run. She had finally gotten it to run
12,greedy,40,40,0,1,-25.494861602783203,-0.6373715400695801,0.13513513513513514,0.6923076923076923,da74. She had a big dog that she wanted to get rid of. She decided to get a dog that was not a dog. She got a puppy that was not a dog. She got
12,beam5,40,40,0,1,-22.20807647705078,-0.5552019119262696,0.10810810810810811,0.7435897435897436,da74. She had a big dog that she wanted to buy. She went to the store and looked at the dogs. She decided to buy the big dog. She went to the store and bought
12,beam20,40,40,0,1,-16.41330337524414,-0.41033258438110354,0.40540540540540543,0.46153846153846156,ba-da-da-da-da-da-da-da. She went to the mall to buy a new computer. She went to the computer store to buy a new computer. She
12,ancestral,40,40,0,1,-70.36590576171875,-1.7591476440429688,0.02702702702702703,0.8205128205128205,aca. He wanted a new doll to play with. He asked his friend to help him. he wanted to make a dragon doll. his friend wanted to make a lion doll. he did not agree
12,topp90,40,40,0,1,-56.46613311767578,-1.4116533279418946,0.02702702702702703,0.8717948717948718,da6f. She looked like a different person. Her parents decided she needed a personality boost. She went to a local psychiatrist. She got a diagnosis of anxiety. She got a new job in
12,temp07,40,40,0,1,-38.506126403808594,-0.9626531600952148,0.0,0.8974358974358975,baa79bceee. She did not know what to make for dinner. She looked everywhere to find something good to eat. She decided to make an appetizer out of fresh fruit. She
13,greedy,40,40,0,1,-22.680593490600586,-0.5670148372650147,0.24324324324324326,0.6410256410256411,-ba-da-da-da-da-da-da-da. She had a big dog that she was trying to train. She had to go to the dog park to train it
13,beam5,40,40,0,1,-14.76419448852539,-0.36910486221313477,0.8918918918918919,0.10256410256410256,-ba-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da-da
13,beam20,40,40,0,1,-5.822261810302734,-0.14555654525756836,0.8918918918918919,0.10256410256410256,-ba4e-ba4e-ba4e-ba4e-ba4e-ba4e-ba4e-ba4e-ba4e-ba4e
13,ancestral,40,40,0,1,-70.43104553222656,-1.7607761383056642,0.0,0.8974358974358975,"-85c8-311e-afb8-d85c-a5b8-to-them. She had a big ticket on her hand, and she wanted it fast."
13,topp90,40,40,0,1,-48.15052032470703,-1.2037630081176758,0.0,0.9487179487179487,"-ec8b-8dba. She wanted to purchase a new bike, but didn't know where to start. She decided to go to the store and ask for a bike. She got"
13,temp07,40,40,0,1,-41.505035400390625,-1.0376258850097657,0.05405405405405406,0.8205128205128205,-8fc. She had a big dog that she was afraid of. She decided to get a puppy to help her relax. She got a puppy that was friendly and calm. She got a puppy
14,greedy,40,40,0,1,-18.922685623168945,-0.4730671405792236,0.6756756756756757,0.28205128205128205,-bfc9-dce9-ece8-ece8-ece8-ece8-ece8-ece8-ece8-ece8
14,beam5,40,40,0,1,-13.270112991333008,-0.3317528247833252,0.7837837837837838,0.20512820512820512,-bfc9-dbaa-dbaa-dbaa-dbaa-dbaa-dbaa-dbaa-dbaa-dbaa
14,beam20,40,40,0,1,-12.437614440917969,-0.3109403610229492,0.7837837837837838,0.1794871794871795,-9ece-ecee-ecee-ecee-ecee-ecee-ecee-ecee-ecee-ecee
14,ancestral,40,40,0,1,-56.845298767089844,-1.421132469177246,0.4864864864864865,0.4358974358974359,-cc20-da74. extern the project to the main project. extern the one to the main project. extern the one to the main project. extern the one to the
14,topp90,40,40,0,1,-42.022247314453125,-1.0505561828613281,0.0,0.8461538461538461,.kuflboard.com. He wanted to buy a new computer for work. He searched the marketplace for a good deal. He landed on a new computer at a good price. He decided to
14,temp07,40,40,0,1,-45.65208435058594,-1.1413021087646484,0.0,0.9230769230769231,. he went to the mall to buy a new computer. he wanted a big screen computer because he had been buying old computers for years. he felt very happy when he saw the computer he wanted.
15,greedy,40,40,0,1,-27.705421447753906,-0.6926355361938477,0.05405405405405406,0.8205128205128205,"7-8ba7-deece-to-her. She wanted to buy a new car, but she didn't know what to buy. She decided to buy a new car through a"
15,beam5,40,40,0,1,-8.061738967895508,-0.2015434741973877,0.6486486486486487,0.3333333333333333,c-8bbd-e7c1-4cdc-8bbd-e7c1-4cdc-8bbd-e7c1-4cdc
15,beam20,40,40,0,1,-6.561807632446289,-0.16404519081115723,0.8918918918918919,0.10256410256410256,c-8cdc-8cdc-8cdc-8cdc-8cdc-8cdc-8cdc-8cdc-8cdc-8cd
15,ancestral,40,40,0,1,-54.644615173339844,-1.3661153793334961,0.08108108108108109,0.7948717948717948,"c-ba-da-da-da-da. seemed awful to me, so I didn't ask for it. I wanted something better, so I decided to go to the doctor. I"
15,topp90,40,40,0,1,-23.620018005371094,-0.5905004501342773,0.4864864864864865,0.46153846153846156,c-4cdc-4cdc-4cdc-4cdc-4cdc-4cdc. He decided to take a new job in a different town. He looked
15,temp07,40,40,0,1,-11.60728645324707,-0.29018216133117675,0.8918918918918919,0.10256410256410256,7-bfc7-bfc7-bfc7-bfc7-bfc7-bfc7-bfc7-bfc7-bfc7-bfc
16,greedy,40,40,0,1,-13.546527862548828,-0.3386631965637207,0.8108108108108109,0.1794871794871795,-ecea-dffea-dffea-dffea-dffea-dffea-dffea-dffea-dffea-dffea
16,beam5,40,40,0,1,-9.097131729125977,-0.22742829322814942,0.8918918918918919,0.10256410256410256,-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea
16,beam20,40,40,0,1,-9.097131729125977,-0.22742829322814942,0.8918918918918919,0.10256410256410256,-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea-ecea
16,ancestral,40,40,0,1,-71.6544189453125,-1.7913604736328126,0.0,0.9743589743589743,"-81c3-fde6-e87f. She had been wanting to get a puppy since she went to college, but wasn't sure what to do. She decided to take a"
16,topp90,40,40,0,1,-42.01416015625,-1.05035400390625,0.0,0.8974358974358975,-c07a8a8a7c. She worked at a restaurant as a waitress. She wanted to get a job that paid more money. She looked everywhere but no one was hiring.
16,temp07,40,40,0,1,-64.09369659423828,-1.602342414855957,0.0,0.9487179487179487,"-eea7cdc7c87. She was a fancy dress lady, and had a big closet. Her closet was very fancy, and she had many nice items. She decided to throw"
17,greedy,40,40,0,1,-28.329620361328125,-0.7082405090332031,0.13513513513513514,0.717948717948718,8fda. She had a big dog that she was trying to train. She had to take it out every day to give it food. She had to take it out every night to give it
17,beam5,40,40,0,1,-22.50810432434082,-0.5627026081085205,0.1891891891891892,0.6153846153846154,8fda. She went to the store to buy a new bike. She decided to buy a new mountain bike. She went to the store and bought one. She went to the store again to
17,beam20,40,40,0,1,-8.923983573913574,-0.22309958934783936,0.8918918918918919,0.10256410256410256,cffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-ffea-
17,ancestral,40,40,0,1,-61.61479187011719,-1.5403697967529297,0.02702702702702703,0.8974358974358975,84b9-4435-8fda. Jim asked his brother to go with him to the casino. Jim wanted to gamble with the money he had in his pocket. Jim wanted to take
17,topp90,40,40,0,1,-57.535160064697266,-1.4383790016174316,0.0,0.8717948717948718,cfcda8d5a24. Tom decided he wanted to make a cake for his friend's birthday. Tom arrived at the kitchen early to make the cake. Tom had to make a couple
17,temp07,40,40,0,1,-24.320369720458984,-0.6080092430114746,0.2702702702702703,0.5897435897435898,ccfc. She went to the store to buy a new bike. She wanted to buy a nice bike for her family. She went to the store to buy a new bike. She bought a nice
18,greedy,40,40,0,1,-17.12799072265625,-0.42819976806640625,0.2972972972972973,0.5384615384615384,. He wanted to buy a new car. He decided to buy a new car through a dealership. He went to the dealership and bought a new car. He went to the dealership and bought a new
18,beam5,40,40,0,1,-14.46049690246582,-0.3615124225616455,0.5675675675675675,0.38461538461538464,. he wanted to buy a new car. he decided to go to the dealership. he wanted to buy a new car. he decided to go to the dealership. he wanted to buy a new car
18,beam20,40,40,0,1,-14.46049690246582,-0.3615124225616455,0.5675675675675675,0.38461538461538464,. he wanted to buy a new car. he decided to go to the dealership. he wanted to buy a new car. he decided to go to the dealership. he wanted to buy a new car
18,ancestral,40,40,0,1,-80.95236206054688,-2.023809051513672,0.02702702702702703,0.8205128205128205,.jpeg.sh limb structure was badly damaged. He wanted to get a prosthetic. He went to an object specialty store. He bought a prosthetic arm. He went to a specialist convention
18,topp90,40,40,0,1,-53.85174560546875,-1.3462936401367187,0.0,0.8974358974358975,-bfcda. She had been looking for a wedding cake for her wedding. She decided to buy a specialty cake instead. She baked a lovely cake with sweet decorations. She had it ready in
18,temp07,40,40,0,1,-35.334957122802734,-0.8833739280700683,0.08108108108108109,0.7435897435897436,.net. to pay his bills. he decided to go to the store to buy a new computer. he bought a new computer and went to the store to buy it. he bought a nice computer
19,greedy,40,40,0,1,-17.986221313476562,-0.44965553283691406,0.2972972972972973,0.5384615384615384,. He wanted to buy a new car. He decided to buy a new car through a dealership. He went to the dealership and bought a new car. He went to the dealership and bought a new
19,beam5,40,40,0,1,-15.158285140991211,-0.37895712852478025,0.24324324324324326,0.5897435897435898,. he wanted to buy a new car. he decided to go to the dealership. he wanted to pick out the best one for him. he decided to pick out the best one for him. he
19,beam20,40,40,0,1,-15.158285140991211,-0.37895712852478025,0.24324324324324326,0.5897435897435898,. he wanted to buy a new car. he decided to go to the dealership. he wanted to pick out the best one for him. he decided to pick out the best one for him. he
19,ancestral,40,40,0,1,-50.90861511230469,-1.2727153778076172,0.0,0.8461538461538461,.lynx.com. Kelsey wanted to buy a bike to go to the races. Kelsey decided to purchase a new bike after turning 18. Kelsey went to the races with her new
19,topp90,40,40,0,1,-36.921539306640625,-0.9230384826660156,0.0,0.9230769230769231,. She had a big smile on when she went to the store. She looked around her house and saw all the goodies she had bought. She was so happy that she bought all of them. She
19,temp07,40,40,0,1,-34.983612060546875,-0.8745903015136719,0.05405405405405406,0.7435897435897436,. he wanted to buy a new bike. he went to a shop to buy one. he went back home and bought a new bike. he looked over his options and decided to buy the new bike
20,greedy,40,40,0,1,-19.361923217773438,-0.48404808044433595,0.6216216216216216,0.28205128205128205,8a7e-ecee-da7e-a-da7e-a-da7e-a-da7e-a-da7e-a-da
20,beam5,40,40,0,1,-19.59632682800293,-0.48990817070007325,0.4864864864864865,0.46153846153846156,8fda. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy
20,beam20,40,40,0,1,-7.1744279861450195,-0.1793606996536255,0.6756756756756757,0.3076923076923077,0bd07167-a90f-474b-0bd07167-a90f-474b-0bd07167-a90f-474b-0bd07167
20,ancestral,40,40,0,1,-67.33744049072266,-1.6834360122680665,0.0,0.9230769230769231,a879. She was travelling with her boyfriend. She had so many bags that she had to spill some things. She decided to grab a spare bag and go back home. She arrived at her
20,topp90,40,40,0,1,-57.18475341796875,-1.4296188354492188,0.0,0.8974358974358975,b8da. She bought a new dog just to give her some extra cash. She took it home and got it groomed. She decided to take it out on the yard again. She decided
20,temp07,40,40,0,1,-50.5599479675293,-1.2639986991882324,0.0,0.8974358974358975,9fdaceee92a. She wanted to get a new job in a big city. She decided to go to a school for writers. She ended up getting a job in a creative industry
21,greedy,40,40,0,1,-30.085912704467773,-0.7521478176116944,0.13513513513513514,0.7435897435897436,e79-e79da. She had a big dog that she was trying to train. She had to take it out every day to give it food. She had to take it out every night
21,beam5,40,40,0,1,-6.616277694702148,-0.1654069423675537,0.8918918918918919,0.10256410256410256,bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8
21,beam20,40,40,0,1,-6.616277694702148,-0.1654069423675537,0.8918918918918919,0.10256410256410256,bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8bbd-8
21,ancestral,40,40,0,1,-52.183326721191406,-1.3045831680297852,0.05405405405405406,0.8205128205128205,fdaa8a8a8a. Bob went to the store to get some milk for his dog. Bob used a homemade pump to put some extra milk in his dog's bowl. Bob
21,topp90,40,40,0,1,-41.9322395324707,-1.0483059883117676,0.4594594594594595,0.46153846153846156,eea-cea8-b79b-eccc-a-daa-a-daa-a-daa-a-daa-a-daa.
21,temp07,40,40,0,1,-49.561214447021484,-1.239030361175537,0.0,0.9230769230769231,a04-da84a9a0a8. She wanted a new computer for work. She looked everywhere but nothing seemed to be working. She looked through her closet and saw nothing that would
22,greedy,40,40,0,1,-27.059131622314453,-0.6764782905578614,0.0,0.8717948717948718,. She had a big dog that she wanted to buy. She went to the store and bought a puppy. She went home and took it home. She decided to name it Cookie. Cookie went to
22,beam5,40,40,0,1,-14.313159942626953,-0.35782899856567385,0.5675675675675675,0.38461538461538464,. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy a new car. She decided to go to the dealership. She wanted to buy a new car
22,beam20,40,40,0,1,-10.681554794311523,-0.2670388698577881,0.5135135135135135,0.358974358974359,. She went to the library to borrow a book. She went to the library again to borrow a new book. She went to the library again to borrow a new book. She went to the library
22,ancestral,40,40,0,1,-62.17269515991211,-1.5543173789978026,0.05405405405405406,0.8461538461538461,". She had a little girl in her room. She tried to put a bed together in her room. She wanted to buy a new bed, but had just one on the market. She looked around"
22,topp90,40,40,0,1,-35.45041275024414,-0.8862603187561036,0.0,0.9230769230769231,". She had gotten a job at the grocery store. She was very excited to get to work. Her boss told her to get out of the office. She tried to argue with her boss, but"
22,temp07,40,40,0,1,-35.38893127441406,-0.8847232818603515,0.10810810810810811,0.7948717948717948,. She had a little girl in her arms. She took the girl out and told her to go play with the dog. The girl was very happy to go play with the dog. She wanted to
